area_id,area_name,quartiere_name,zona_name,sex,age_group,citizenship,population
55,giardini margherita,Santo Stefano,Murri,Femmine,06-14,Italiana,2
57,siepelunga,Santo Stefano,Murri,Femmine,35-44,Italiana,215
57,siepelunga,Santo Stefano,Murri,Femmine,55-64,Straniera,49
57,siepelunga,Santo Stefano,Murri,Maschi,02 e prima,Straniera,1
57,siepelunga,Santo Stefano,Murri,Maschi,03-05,Italiana,36
59,chiesanuova,Santo Stefano,Murri,Femmine,15-24,Straniera,39
59,chiesanuova,Santo Stefano,Murri,Maschi,45-54,Italiana,469
60,irnerio-1,Santo Stefano,Irnerio,Maschi,35-44,Italiana,199
61,irnerio-2,Santo Stefano,Irnerio,Femmine,06-14,Straniera,47
62,cirenaica,San Donato - San Vitale,San Vitale,Femmine,25-34,Italiana,374
62,cirenaica,San Donato - San Vitale,San Vitale,Maschi,03-05,Straniera,12
62,cirenaica,San Donato - San Vitale,San Vitale,Maschi,25-34,Italiana,306
63,scandellara,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Italiana,10
63,scandellara,San Donato - San Vitale,San Vitale,Maschi,06-14,Straniera,2
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,2
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,3
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,7
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,43
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,1
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,8
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,7
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,17
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,30
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,2
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,12
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,27
12,caserme rosse-manifattura,Navile,Bolognina,Femmine,03-05,Italiana,16
12,caserme rosse-manifattura,Navile,Bolognina,Maschi,03-05,Straniera,5
13,cnr,Navile,Bolognina,Femmine,35-44,Straniera,2
14,arcoveggio,Navile,Bolognina,Femmine,45-54,Italiana,573
14,arcoveggio,Navile,Bolognina,Maschi,02 e prima,Italiana,71
15,via ferrarese,Navile,Bolognina,Femmine,02 e prima,Italiana,81
15,via ferrarese,Navile,Bolognina,Femmine,15-24,Straniera,124
15,via ferrarese,Navile,Bolognina,Maschi,35-44,Italiana,768
16,ex mercato ortofrutticolo,Navile,Bolognina,Femmine,25-34,Italiana,44
17,piazza dell'unita',Navile,Bolognina,Femmine,06-14,Italiana,279
17,piazza dell'unita',Navile,Bolognina,Femmine,15-24,Straniera,129
17,piazza dell'unita',Navile,Bolognina,Femmine,35-44,Straniera,266
17,piazza dell'unita',Navile,Bolognina,Femmine,45-54,Italiana,588
17,piazza dell'unita',Navile,Bolognina,Maschi,15-24,Straniera,172
18,san savino,Navile,Corticella,Femmine,25-34,Straniera,39
18,san savino,Navile,Corticella,Femmine,25-34,Italiana,189
19,savena abbandonato,Navile,Corticella,Femmine,15-24,Straniera,6
19,savena abbandonato,Navile,Corticella,Femmine,35-44,Italiana,49
20,croce coperta,Navile,Corticella,Femmine,03-05,Straniera,19
20,croce coperta,Navile,Corticella,Femmine,25-34,Straniera,39
21,mulino del gomito,Navile,Corticella,Maschi,35-44,Italiana,52
23,laghetti del rosario,Navile,Lame,Maschi,15-24,Straniera,3
23,laghetti del rosario,Navile,Lame,Maschi,25-34,Italiana,9
25,tiro a segno,Navile,Lame,Femmine,35-44,Straniera,1
26,pescarola,Navile,Lame,Femmine,15-24,Italiana,174
26,pescarola,Navile,Lame,Femmine,25-34,Straniera,31
26,pescarola,Navile,Lame,Maschi,25-34,Italiana,81
27,lazzaretto,Navile,Lame,Femmine,02 e prima,Italiana,11
28,beverara,Navile,Lame,Femmine,03-05,Straniera,26
29,marconi-2,Porto - Saragozza,Marconi,Femmine,02 e prima,Straniera,7
29,marconi-2,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,83
29,marconi-2,Porto - Saragozza,Marconi,Femmine,35-44,Italiana,788
29,marconi-2,Porto - Saragozza,Marconi,Maschi,35-44,Straniera,147
30,marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,14
30,marconi-1,Porto - Saragozza,Marconi,Femmine,45-54,Straniera,28
30,marconi-1,Porto - Saragozza,Marconi,Maschi,02 e prima,Straniera,2
30,marconi-1,Porto - Saragozza,Marconi,Maschi,45-54,Italiana,133
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Femmine,15-24,Italiana,24
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,40
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,15-24,Italiana,12
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,45-54,Straniera,1
32,scalo ravone,Porto - Saragozza,Saffi,Maschi,35-44,Straniera,2
33,zanardi,Porto - Saragozza,Saffi,Femmine,15-24,Straniera,40
33,zanardi,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,380
33,zanardi,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,78
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,407
35,via vittorio veneto,Porto - Saragozza,Saffi,Maschi,06-14,Straniera,33
36,villaggio della barca,Borgo Panigale - Reno,Barca,Femmine,45-54,Straniera,128
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,02 e prima,Italiana,42
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,25-34,Straniera,58
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,35-44,Italiana,210
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,45-54,Italiana,302
36,villaggio della barca,Borgo Panigale - Reno,Barca,Maschi,45-54,Straniera,100
51,san michele in bosco,Santo Stefano,Colli,Femmine,25-34,Straniera,8
52,paderno,Santo Stefano,Colli,Femmine,15-24,Straniera,9
53,galvani-1,Santo Stefano,Galvani,Femmine,25-34,Italiana,51
53,galvani-1,Santo Stefano,Galvani,Femmine,35-44,Straniera,29
54,galvani-2,Santo Stefano,Galvani,Maschi,55-64,Straniera,55
56,mezzofanti,Santo Stefano,Murri,Femmine,06-14,Straniera,23
57,siepelunga,Santo Stefano,Murri,Femmine,45-54,Straniera,51
57,siepelunga,Santo Stefano,Murri,Maschi,45-54,Straniera,21
58,dagnini,Santo Stefano,Murri,Maschi,03-05,Italiana,100
59,chiesanuova,Santo Stefano,Murri,Femmine,02 e prima,Italiana,71
59,chiesanuova,Santo Stefano,Murri,Femmine,25-34,Straniera,32
59,chiesanuova,Santo Stefano,Murri,Maschi,45-54,Straniera,63
61,irnerio-2,Santo Stefano,Irnerio,Femmine,15-24,Italiana,339
61,irnerio-2,Santo Stefano,Irnerio,Femmine,45-54,Straniera,112
62,cirenaica,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Straniera,10
62,cirenaica,San Donato - San Vitale,San Vitale,Femmine,35-44,Straniera,124
63,scandellara,San Donato - San Vitale,San Vitale,Maschi,35-44,Straniera,6
63,scandellara,San Donato - San Vitale,San Vitale,Maschi,65 e oltre,Straniera,2
64,via larga,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,66
64,via larga,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,34
64,via larga,San Donato - San Vitale,San Vitale,Maschi,55-64,Straniera,6
65,roveri,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,19
65,roveri,San Donato - San Vitale,San Vitale,Femmine,65 e oltre,Italiana,77
65,roveri,San Donato - San Vitale,San Vitale,Maschi,15-24,Italiana,32
66,ospedale sant'orsola,San Donato - San Vitale,San Vitale,Femmine,45-54,Straniera,1
67,mengoli,San Donato - San Vitale,San Vitale,Femmine,45-54,Straniera,122
67,mengoli,San Donato - San Vitale,San Vitale,Maschi,45-54,Italiana,564
68,guelfa,San Donato - San Vitale,San Vitale,Femmine,03-05,Italiana,52
68,guelfa,San Donato - San Vitale,San Vitale,Femmine,15-24,Straniera,37
69,croce del biacco,San Donato - San Vitale,San Vitale,Maschi,02 e prima,Straniera,12
69,croce del biacco,San Donato - San Vitale,San Vitale,Maschi,55-64,Straniera,32
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Femmine,25-34,Italiana,5
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Femmine,25-34,Straniera,1
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,1
70,stradelli guelfi,San Donato - San Vitale,San Vitale,Maschi,25-34,Italiana,10
71,stadio-meloncello,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,22
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Femmine,03-05,Straniera,16
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,321
72,xxi aprile,Porto - Saragozza,Costa Saragozza,Femmine,35-44,Italiana,774
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Italiana,470
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Straniera,57
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,187
73,san giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,24
74,ravone,Porto - Saragozza,Costa Saragozza,Femmine,15-24,Straniera,3
74,ravone,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,30
76,san luca,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,16
76,san luca,Porto - Saragozza,Costa Saragozza,Femmine,65 e oltre,Italiana,72
76,san luca,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Straniera,1
76,san luca,Porto - Saragozza,Costa Saragozza,Maschi,35-44,Italiana,25
77,malpighi-2,Porto - Saragozza,Malpighi,Femmine,03-05,Italiana,69
77,malpighi-2,Porto - Saragozza,Malpighi,Maschi,02 e prima,Italiana,68
77,malpighi-2,Porto - Saragozza,Malpighi,Maschi,15-24,Straniera,59
78,malpighi-1,Porto - Saragozza,Malpighi,Femmine,02 e prima,Straniera,1
78,malpighi-1,Porto - Saragozza,Malpighi,Femmine,25-34,Italiana,52
78,malpighi-1,Porto - Saragozza,Malpighi,Femmine,25-34,Straniera,16
78,malpighi-1,Porto - Saragozza,Malpighi,Maschi,06-14,Straniera,9
78,malpighi-1,Porto - Saragozza,Malpighi,Maschi,25-34,Straniera,21
78,malpighi-1,Porto - Saragozza,Malpighi,Maschi,65 e oltre,Straniera,10
79,fossolo,Savena,Mazzini,Femmine,25-34,Straniera,30
79,fossolo,Savena,Mazzini,Femmine,35-44,Italiana,410
79,fossolo,Savena,Mazzini,Maschi,03-05,Italiana,67
79,fossolo,Savena,Mazzini,Maschi,35-44,Straniera,49
80,due madonne,Savena,Mazzini,Femmine,03-05,Straniera,5
80,due madonne,Savena,Mazzini,Femmine,15-24,Italiana,123
80,due madonne,Savena,Mazzini,Maschi,65 e oltre,Italiana,334
81,lungo savena,Savena,Mazzini,Femmine,02 e prima,Straniera,1
81,lungo savena,Savena,Mazzini,Maschi,03-05,Straniera,2
81,lungo savena,Savena,Mazzini,Maschi,35-44,Straniera,5
81,lungo savena,Savena,Mazzini,Maschi,45-54,Italiana,6
82,pontevecchio,Savena,Mazzini,Femmine,25-34,Straniera,34
82,pontevecchio,Savena,Mazzini,Femmine,25-34,Straniera,58
82,pontevecchio,Savena,Mazzini,Femmine,35-44,Straniera,111
82,pontevecchio,Savena,Mazzini,Femmine,45-54,Italiana,320
82,pontevecchio,Savena,Mazzini,Maschi,25-34,Italiana,179
82,pontevecchio,Savena,Mazzini,Maschi,25-34,Straniera,65
82,pontevecchio,Savena,Mazzini,Maschi,45-54,Straniera,96
83,bitone,Savena,Mazzini,Femmine,06-14,Straniera,91
83,bitone,Savena,Mazzini,Femmine,25-34,Straniera,110
83,bitone,Savena,Mazzini,Femmine,65 e oltre,Straniera,98
83,bitone,Savena,Mazzini,Maschi,02 e prima,Straniera,25
83,bitone,Savena,Mazzini,Maschi,15-24,Straniera,78
84,cavedone,Savena,Mazzini,Femmine,03-05,Italiana,33
84,cavedone,Savena,Mazzini,Femmine,25-34,Italiana,74
84,cavedone,Savena,Mazzini,Maschi,03-05,Italiana,40
84,cavedone,Savena,Mazzini,Maschi,25-34,Straniera,14
84,cavedone,Savena,Mazzini,Maschi,35-44,Straniera,37
85,via arno,Savena,Mazzini,Femmine,06-14,Straniera,23
85,via arno,Savena,Mazzini,Maschi,06-14,Straniera,21
86,ospedale bellaria,Savena,Mazzini,Femmine,45-54,Italiana,4
86,ospedale bellaria,Savena,Mazzini,Femmine,55-64,Italiana,8
86,ospedale bellaria,Savena,Mazzini,Maschi,15-24,Italiana,4
86,ospedale bellaria,Savena,Mazzini,Maschi,65 e oltre,Italiana,15
87,monte donato,Savena,San Ruffillo,Femmine,35-44,Italiana,72
87,monte donato,Savena,San Ruffillo,Femmine,35-44,Straniera,13
87,monte donato,Savena,San Ruffillo,Femmine,45-54,Straniera,11
87,monte donato,Savena,San Ruffillo,Maschi,25-34,Straniera,5
88,via toscana,Savena,San Ruffillo,Femmine,02 e prima,Italiana,79
88,via toscana,Savena,San Ruffillo,Femmine,35-44,Italiana,555
88,via toscana,Savena,San Ruffillo,Femmine,45-54,Straniera,132
88,via toscana,Savena,San Ruffillo,Maschi,15-24,Straniera,63
89,corelli,Savena,San Ruffillo,Femmine,02 e prima,Italiana,63
89,corelli,Savena,San Ruffillo,Femmine,15-24,Straniera,67
89,corelli,Savena,San Ruffillo,Femmine,55-64,Straniera,99
89,corelli,Savena,San Ruffillo,Maschi,25-34,Italiana,135
89,corelli,Savena,San Ruffillo,Maschi,45-54,Straniera,104
90,ponte savena-la bastia,Savena,San Ruffillo,Femmine,02 e prima,Straniera,3
90,ponte savena-la bastia,Savena,San Ruffillo,Maschi,03-05,Italiana,13
90,ponte savena-la bastia,Savena,San Ruffillo,Maschi,65 e oltre,Italiana,145
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Straniera,5
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Straniera,2
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,12
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,6
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,51
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,5
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,14
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,4
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,13
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,117
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,250
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,126
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,79
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,208
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,477
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,65 e oltre,Straniera,14
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,47
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Italiana,325
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Italiana,686
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,42
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,174
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Straniera,43
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,22
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,52
10,rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,19
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Italiana,359
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,4
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Straniera,44
11,casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,17
12,caserme rosse-manifattura,Navile,Bolognina,Femmine,25-34,Straniera,21
12,caserme rosse-manifattura,Navile,Bolognina,Maschi,15-24,Straniera,23
14,arcoveggio,Navile,Bolognina,Maschi,35-44,Straniera,261
15,via ferrarese,Navile,Bolognina,Maschi,45-54,Italiana,734
16,ex mercato ortofrutticolo,Navile,Bolognina,Femmine,55-64,Italiana,50
16,ex mercato ortofrutticolo,Navile,Bolognina,Maschi,45-54,Straniera,6
17,piazza dell'unita',Navile,Bolognina,Femmine,25-34,Straniera,88
17,piazza dell'unita',Navile,Bolognina,Maschi,06-14,Straniera,137
17,piazza dell'unita',Navile,Bolognina,Maschi,45-54,Italiana,656
18,san savino,Navile,Corticella,Femmine,65 e oltre,Italiana,1425
19,savena abbandonato,Navile,Corticella,Femmine,25-34,Straniera,2
19,savena abbandonato,Navile,Corticella,Maschi,35-44,Straniera,28
20,croce coperta,Navile,Corticella,Femmine,06-14,Straniera,49
20,croce coperta,Navile,Corticella,Maschi,25-34,Italiana,121
20,croce coperta,Navile,Corticella,Maschi,45-54,Straniera,104
21,mulino del gomito,Navile,Corticella,Femmine,15-24,Straniera,4
21,mulino del gomito,Navile,Corticella,Femmine,45-54,Italiana,24
21,mulino del gomito,Navile,Corticella,Maschi,02 e prima,Straniera,3
22,la dozza,Navile,Corticella,Femmine,06-14,Straniera,5
22,la dozza,Navile,Corticella,Femmine,35-44,Italiana,52
22,la dozza,Navile,Corticella,Maschi,15-24,Italiana,76
23,laghetti del rosario,Navile,Lame,Femmine,25-34,Straniera,1
23,laghetti del rosario,Navile,Lame,Maschi,02 e prima,Italiana,4
23,laghetti del rosario,Navile,Lame,Maschi,25-34,Straniera,3
23,laghetti del rosario,Navile,Lame,Maschi,45-54,Italiana,42
23,laghetti del rosario,Navile,Lame,Maschi,45-54,Straniera,6
24,la noce,Navile,Lame,Femmine,25-34,Straniera,7
24,la noce,Navile,Lame,Maschi,02 e prima,Straniera,3
25,tiro a segno,Navile,Lame,Femmine,02 e prima,Italiana,1
25,tiro a segno,Navile,Lame,Maschi,25-34,Italiana,6
26,pescarola,Navile,Lame,Femmine,25-34,Straniera,20
26,pescarola,Navile,Lame,Femmine,45-54,Straniera,75
26,pescarola,Navile,Lame,Femmine,55-64,Straniera,51
26,pescarola,Navile,Lame,Maschi,02 e prima,Italiana,26
26,pescarola,Navile,Lame,Maschi,06-14,Straniera,31
26,pescarola,Navile,Lame,Maschi,35-44,Italiana,193
26,pescarola,Navile,Lame,Maschi,35-44,Straniera,57
27,lazzaretto,Navile,Lame,Femmine,02 e prima,Straniera,2
27,lazzaretto,Navile,Lame,Femmine,15-24,Straniera,5
27,lazzaretto,Navile,Lame,Femmine,45-54,Italiana,51
27,lazzaretto,Navile,Lame,Maschi,02 e prima,Italiana,12
27,lazzaretto,Navile,Lame,Maschi,06-14,Italiana,28
28,beverara,Navile,Lame,Femmine,03-05,Italiana,50
28,beverara,Navile,Lame,Femmine,06-14,Straniera,75
28,beverara,Navile,Lame,Maschi,15-24,Straniera,64
28,beverara,Navile,Lame,Maschi,25-34,Italiana,144
28,beverara,Navile,Lame,Maschi,25-34,Straniera,50
28,beverara,Navile,Lame,Maschi,45-54,Italiana,426
28,beverara,Navile,Lame,Maschi,45-54,Straniera,91
29,marconi-2,Porto - Saragozza,Marconi,Femmine,25-34,Italiana,454
29,marconi-2,Porto - Saragozza,Marconi,Maschi,03-05,Italiana,103
29,marconi-2,Porto - Saragozza,Marconi,Maschi,06-14,Italiana,339
29,marconi-2,Porto - Saragozza,Marconi,Maschi,15-24,Italiana,412
29,marconi-2,Porto - Saragozza,Marconi,Maschi,45-54,Straniera,100
29,marconi-2,Porto - Saragozza,Marconi,Maschi,55-64,Straniera,58
30,marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Italiana,88
30,marconi-1,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,81
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,31
31,prati di caprara-ospedale maggiore,Porto - Saragozza,Saffi,Maschi,45-54,Italiana,22
32,scalo ravone,Porto - Saragozza,Saffi,Femmine,45-54,Italiana,2
33,zanardi,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,59
33,zanardi,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,50
33,zanardi,Porto - Saragozza,Saffi,Femmine,55-64,Straniera,92
33,zanardi,Porto - Saragozza,Saffi,Maschi,02 e prima,Straniera,11
34,velodromo,Porto - Saragozza,Saffi,Maschi,02 e prima,Italiana,56
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,02 e prima,Straniera,5
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,03-05,Straniera,5
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,308
35,via vittorio veneto,Porto - Saragozza,Saffi,Femmine,65 e oltre,Straniera,54
37,battindarno,Borgo Panigale - Reno,Barca,Femmine,35-44,Italiana,392
38,canale di reno,Borgo Panigale - Reno,Barca,Femmine,65 e oltre,Italiana,1039
38,canale di reno,Borgo Panigale - Reno,Barca,Maschi,25-34,Straniera,26
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Straniera,17
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,35
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,45-54,Italiana,274
39,agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,55-64,Straniera,75
39,agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,25-34,Italiana,105
39,agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,35-44,Straniera,80
39,agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,65 e oltre,Straniera,12
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Straniera,19
40,emilia ponente,Borgo Panigale - Reno,Santa Viola,Femmine,55-64,Straniera,75
41,cadriano-calamosco,San Donato - San Vitale,San Donato,Maschi,65 e oltre,Italiana,81
42,fiera,San Donato - San Vitale,San Donato,Femmine,03-05,Italiana,1
42,fiera,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,1
43,san donnino,San Donato - San Vitale,San Donato,Femmine,02 e prima,Italiana,22
44,pilastro,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,46
45,caab,San Donato - San Vitale,San Donato,Femmine,02 e prima,Italiana,5
48,michelino,San Donato - San Vitale,San Donato,Maschi,25-34,Straniera,49
49,via mondo,San Donato - San Vitale,San Donato,Maschi,02 e prima,Straniera,18
49,via mondo,San Donato - San Vitale,San Donato,Maschi,45-54,Straniera,111
49,via mondo,San Donato - San Vitale,San Donato,Maschi,55-64,Straniera,48
52,paderno,Santo Stefano,Colli,Femmine,35-44,Italiana,60
52,paderno,Santo Stefano,Colli,Femmine,45-54,Straniera,32
52,paderno,Santo Stefano,Colli,Maschi,35-44,Straniera,30
53,galvani-1,Santo Stefano,Galvani,Maschi,25-34,Straniera,5
54,galvani-2,Santo Stefano,Galvani,Femmine,25-34,Straniera,74
54,galvani-2,Santo Stefano,Galvani,Maschi,35-44,Straniera,140
55,giardini margherita,Santo Stefano,Murri,Maschi,55-64,Straniera,1
56,mezzofanti,Santo Stefano,Murri,Femmine,15-24,Italiana,349
56,mezzofanti,Santo Stefano,Murri,Femmine,15-24,Straniera,22
56,mezzofanti,Santo Stefano,Murri,Maschi,35-44,Straniera,58
58,dagnini,Santo Stefano,Murri,Femmine,02 e prima,Straniera,12
58,dagnini,Santo Stefano,Murri,Femmine,06-14,Italiana,297
59,chiesanuova,Santo Stefano,Murri,Femmine,03-05,Italiana,94
59,chiesanuova,Santo Stefano,Murri,Femmine,03-05,Straniera,7
59,chiesanuova,Santo Stefano,Murri,Maschi,35-44,Italiana,482
59,chiesanuova,Santo Stefano,Murri,Maschi,55-64,Straniera,29
60,irnerio-1,Santo Stefano,Irnerio,Maschi,06-14,Straniera,5
62,cirenaica,San Donato - San Vitale,San Vitale,Femmine,25-34,Straniera,67
63,scandellara,San Donato - San Vitale,San Vitale,Femmine,55-64,Straniera,10
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,9
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Straniera,10
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,10
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,1
1,lavino di mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,03-05,Straniera,2
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,2
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Straniera,4
2,via del vivaio,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,3
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,1
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,1
3,bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,65 e oltre,Italiana,8
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,2
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,11
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,3
4,aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,6
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,40
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,17
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,65
5,la birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,110
6,lungo reno,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,2
7,ducati-villaggio ina,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Straniera,17
7,ducati-villaggio ina,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,92
7,ducati-villaggio ina,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,41
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,104
8,borgo centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,100
9,triumvirato-pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,21
