area_name,household_type,household_size,households
via mondo,Coppia unita civilmente femminile con altri conviventi,3,0.25088306086086715
caab,Madre con figli,4,0.6571848332343472
cadriano-calamosco,Madre con figli,4,1.2828608046012941
fiera,Madre con figli,4,0.031508861867400206
michelino,Madre con figli,4,6.8449251351942735
pilastro,Madre con figli,4,10.616986027320184
san donnino,Madre con figli,4,4.384233065549686
scalo merci san donato,Madre con figli,4,0.06001687974742897
via del lavoro,Madre con figli,4,12.079897471163765
via mondo,Madre con figli,4,12.042386921321622
caab,Padre con figli,3,0.6434934825419649
cadriano-calamosco,Padre con figli,3,1.2561345378387672
fiera,Padre con figli,3,0.0308524272451627
michelino,Padre con figli,3,6.7023225282110594
pilastro,Padre con figli,3,10.39579881841768
san donnino,Padre con figli,3,4.292894876684067
scalo merci san donato,Padre con figli,3,0.0587665280860242
via del lavoro,Padre con figli,3,11.82823294051452
via mondo,Padre con figli,3,11.791503860460756
caab,Padre con figli e altri membri conviventi,Oltre 10,0.013691350692382233
cadriano-calamosco,Padre con figli e altri membri conviventi,Oltre 10,0.02672626676252696
fiera,Padre con figli e altri membri conviventi,Oltre 10,0.0006564346222375043
michelino,Padre con figli e altri membri conviventi,Oltre 10,0.14260260698321403
pilastro,Padre con figli e altri membri conviventi,Oltre 10,0.22118720890250382
san donnino,Padre con figli e altri membri conviventi,Oltre 10,0.09133818886561845
scalo merci san donato,Padre con figli e altri membri conviventi,Oltre 10,0.0012503516614047702
via del lavoro,Padre con figli e altri membri conviventi,Oltre 10,0.2516645306492451
via mondo,Padre con figli e altri membri conviventi,Oltre 10,0.25088306086086715
cirenaica,Coniugi con altri membri conviventi,4,2.588805318459675
croce del biacco,Coniugi con altri membri conviventi,4,1.2566551170455507
guelfa,Coniugi con altri membri conviventi,4,1.9837178512070763
mengoli,Coniugi con altri membri conviventi,4,2.8183892504014194
ospedale sant'orsola,Coniugi con altri membri conviventi,4,0.02225414800416913
roveri,Coniugi con altri membri conviventi,4,0.355784669990704
scandellara,Coniugi con altri membri conviventi,4,0.26986675681005096
stradelli guelfi,Coniugi con altri membri conviventi,4,0.08591791318065298
via larga,Coniugi con altri membri conviventi,4,0.6186089749007014
cirenaica,Padre con figli e altri membri conviventi,5,7.507535423533057
croce del biacco,Padre con figli e altri membri conviventi,5,3.644299839432097
guelfa,Padre con figli e altri membri conviventi,5,5.752781768500522
mengoli,Padre con figli e altri membri conviventi,5,8.173328826164116
ospedale sant'orsola,Padre con figli e altri membri conviventi,5,0.06453702921209048
roveri,Padre con figli e altri membri conviventi,5,1.0317755429730415
scandellara,Padre con figli e altri membri conviventi,5,0.7826135947491478
stradelli guelfi,Padre con figli e altri membri conviventi,5,0.24916194822389365
via larga,Padre con figli e altri membri conviventi,5,1.7939660272120341
osservanza,Altre tipologie familiari,4,4.498458023986294
paderno,Altre tipologie familiari,4,1.7002855511136492
san michele in bosco,Altre tipologie familiari,4,2.8012564249000573
osservanza,Coniugi con figli,4,154.44705882352943
paderno,Coniugi con figli,4,58.37647058823529
san michele in bosco,Coniugi con figli,4,96.1764705882353
osservanza,Coniugi con figli,5,47.48372358652199
paderno,Coniugi con figli,5,17.94745859508852
san michele in bosco,Coniugi con figli,5,29.568817818389494
osservanza,Coniugi con figli e altri membri conviventi,6-10,3.9986293546544833
paderno,Coniugi con figli e altri membri conviventi,6-10,1.5113649343232438
san michele in bosco,Coniugi con figli e altri membri conviventi,6-10,2.490005711022273
osservanza,Madre con figli e altri membri conviventi,6-10,3.498800685322673
paderno,Madre con figli e altri membri conviventi,6-10,1.3224443175328384
san michele in bosco,Madre con figli e altri membri conviventi,6-10,2.178754997144489
osservanza,Padre con figli,3,14.495031410622502
paderno,Padre con figli,3,5.478697886921759
san michele in bosco,Padre con figli,3,9.02627070245574
osservanza,Padre con figli e altri membri conviventi,5,4.498458023986294
paderno,Padre con figli e altri membri conviventi,5,1.7002855511136492
san michele in bosco,Padre con figli e altri membri conviventi,5,2.8012564249000573
galvani-1,Altre tipologie familiari,2,44.10531579352258
galvani-2,Altre tipologie familiari,2,278.8946842064774
galvani-1,Coppia unita civilmente femminile,2,0.13654896530502347
galvani-2,Coppia unita civilmente femminile,2,0.8634510346949765
galvani-1,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.13654896530502347
galvani-2,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.8634510346949765
galvani-1,Padre con figli,2,14.61073928763751
galvani-2,Padre con figli,2,92.38926071236249
galvani-1,Padre con figli e altri membri conviventi,5,1.2289406877452111
galvani-2,Padre con figli e altri membri conviventi,5,7.771059312254788
irnerio-1,Coniugi con figli,6-10,2.136616827909704
irnerio-2,Coniugi con figli,6-10,5.8633831720902965
irnerio-1,Coppia unita civilmente femminile,2,0.267077103488713
irnerio-2,Coppia unita civilmente femminile,2,0.7329228965112871
irnerio-1,Coppia unita civilmente femminile con altri conviventi,3,0.267077103488713
irnerio-2,Coppia unita civilmente femminile con altri conviventi,3,0.7329228965112871
irnerio-1,Madre con figli,3,37.39079448841982
irnerio-2,Madre con figli,3,102.60920551158019
irnerio-1,Madre con figli,4,3.739079448841982
irnerio-2,Madre con figli,4,10.26092055115802
irnerio-1,Padre con figli e altri membri conviventi,5,1.602462620932278
irnerio-2,Padre con figli e altri membri conviventi,5,4.397537379067723
irnerio-1,Sola,1,827.9390208150103
irnerio-2,Sola,1,2272.0609791849897
bitone,Altre tipologie familiari,5,1.4069972967352882
cavedone,Altre tipologie familiari,5,0.4097785402370555
due madonne,Altre tipologie familiari,5,0.39444271158244953
fossolo,Altre tipologie familiari,5,1.1338116032439176
lungo savena,Altre tipologie familiari,5,0.023263672281139527
ospedale bellaria,Altre tipologie familiari,5,0.015595757953836557
pontevecchio,Altre tipologie familiari,5,0.6895924308588064
via arno,Altre tipologie familiari,5,0.9265179871075068
bitone,Padre con figli,4,2.251195674776461
cavedone,Padre con figli,4,0.6556456643792888
due madonne,Padre con figli,4,0.6311083385319193
fossolo,Padre con figli,4,1.8140985651902684
lungo savena,Padre con figli,4,0.037221875649823245
ospedale bellaria,Padre con figli,4,0.024953212726138492
pontevecchio,Padre con figli,4,1.1033478893740902
via arno,Padre con figli,4,1.4824287793720108
corelli,Coniugi con figli e altri membri conviventi,Oltre 10,0.8295422369042001
monte donato,Coniugi con figli e altri membri conviventi,Oltre 10,0.13525247758376593
ponte savena-la bastia,Coniugi con figli e altri membri conviventi,Oltre 10,0.12581406323737612
via toscana,Coniugi con figli e altri membri conviventi,Oltre 10,0.9093912222746579
corelli,Padre con figli,6-10,0.4147711184521001
monte donato,Padre con figli,6-10,0.06762623879188297
ponte savena-la bastia,Padre con figli,6-10,0.06290703161868806
via toscana,Padre con figli,6-10,0.4546956111373289
corelli,Sola,1,1249.2906087777253
monte donato,Sola,1,203.6902312411515
ponte savena-la bastia,Sola,1,189.47597923548844
via toscana,Sola,1,1369.5431807456348
irnerio-1,Madre con figli e altri membri conviventi,6-10,0.267077103488713
irnerio-2,Madre con figli e altri membri conviventi,6-10,0.7329228965112871
chiesanuova,Coniugi con figli,6-10,9.006101975385251
dagnini,Coniugi con figli,6-10,11.527907056917297
giardini margherita,Coniugi con figli,6-10,0.03861136966939015
mezzofanti,Coniugi con figli,6-10,9.032647292032957
siepelunga,Coniugi con figli,6-10,5.394732305995104
bitone,Coniugi,2,830.4098045331671
cavedone,Coniugi,2,241.85129444791016
due madonne,Coniugi,2,232.80008837596174
fossolo,Coniugi,2,669.1756082345603
lungo savena,Coniugi,2,13.730219380328549
ospedale bellaria,Coniugi,2,9.204616344354337
pontevecchio,Coniugi,2,406.9974526928675
via arno,Coniugi,2,546.8309159908505
bitone,Madre con figli e altri membri conviventi,5,8.160584321064672
cavedone,Madre con figli e altri membri conviventi,5,2.376715533374922
due madonne,Madre con figli e altri membri conviventi,5,2.2877677271782075
fossolo,Madre con figli e altri membri conviventi,5,6.576107298814723
lungo savena,Madre con figli e altri membri conviventi,5,0.13492929923060926
ospedale bellaria,Madre con figli e altri membri conviventi,5,0.09045539613225204
pontevecchio,Madre con figli e altri membri conviventi,5,3.9996360989810773
via arno,Madre con figli e altri membri conviventi,5,5.3738043252235395
corelli,Coniugi con altri membri conviventi,6-10,1.2443133553563002
monte donato,Coniugi con altri membri conviventi,6-10,0.20287871637564892
ponte savena-la bastia,Coniugi con altri membri conviventi,6-10,0.1887210948560642
via toscana,Coniugi con altri membri conviventi,6-10,1.3640868334119869
corelli,Madre con figli e altri membri conviventi,3,68.4372345445965
monte donato,Madre con figli e altri membri conviventi,3,11.158329400660689
ponte savena-la bastia,Madre con figli e altri membri conviventi,3,10.37966021708353
via toscana,Madre con figli e altri membri conviventi,3,75.02477583765928
corelli,Padre con figli e altri membri conviventi,4,38.98848513449741
monte donato,Padre con figli e altri membri conviventi,4,6.356866446436999
ponte savena-la bastia,Padre con figli e altri membri conviventi,4,5.913260972156678
via toscana,Padre con figli e altri membri conviventi,4,42.74138744690892
aeroporto,Madre con figli e altri membri conviventi,5,0.4519198351751264
bargellino,Madre con figli e altri membri conviventi,5,0.07012549166510583
borgo centro,Madre con figli e altri membri conviventi,5,7.708934257351563
casteldebole,Madre con figli e altri membri conviventi,5,4.922419928825622
ducati-villaggio ina,Madre con figli e altri membri conviventi,5,2.999812699007305
la birra,Madre con figli e altri membri conviventi,5,1.8885184491477807
lavino di mezzo,Madre con figli e altri membri conviventi,5,0.5123056752200786
lungo reno,Madre con figli e altri membri conviventi,5,0.012661547106199664
rigosa,Madre con figli e altri membri conviventi,5,1.2914778048323656
triumvirato-pietra,Madre con figli e altri membri conviventi,5,5.237010676156584
via del vivaio,Madre con figli e altri membri conviventi,5,0.9048136355122682
malpighi-1,Coniugi con altri membri conviventi,3,2.6968135360302328
malpighi-2,Coniugi con altri membri conviventi,3,14.303186463969768
malpighi-1,Madre con figli e altri membri conviventi,4,5.710899252769904
malpighi-2,Madre con figli e altri membri conviventi,4,30.289100747230094
malpighi-1,Padre con figli e altri membri conviventi,4,6.979987975607661
malpighi-2,Padre con figli e altri membri conviventi,4,37.02001202439234
marconi-1,Coniugi con figli,6-10,1.110207401382676
marconi-2,Coniugi con figli,6-10,5.889792598617324
marconi-1,Madre con figli e altri membri conviventi,6-10,0.31720211468076454
marconi-2,Madre con figli e altri membri conviventi,6-10,1.6827978853192354
marconi-1,Padre con figli e altri membri conviventi,6-10,0.31720211468076454
marconi-2,Padre con figli e altri membri conviventi,6-10,1.6827978853192354
cirenaica,Altre tipologie familiari,2,245.9365052536691
croce del biacco,Altre tipologie familiari,2,119.3822361193273
guelfa,Altre tipologie familiari,2,188.45319586467224
mengoli,Altre tipologie familiari,2,267.74697878813487
ospedale sant'orsola,Altre tipologie familiari,2,2.1141440603960673
roveri,Altre tipologie familiari,2,33.79954364911688
scandellara,Altre tipologie familiari,2,25.637341896954844
stradelli guelfi,Altre tipologie familiari,2,8.162201752162034
via larga,Altre tipologie familiari,2,58.76785261556663
cirenaica,Coniugi con figli e altri membri conviventi,6-10,15.273951378912082
croce del biacco,Coniugi con figli e altri membri conviventi,6-10,7.414265190568749
guelfa,Coniugi con figli e altri membri conviventi,6-10,11.703935322121751
mengoli,Coniugi con figli e altri membri conviventi,6-10,16.628496577368377
ospedale sant'orsola,Coniugi con figli e altri membri conviventi,6-10,0.13129947322459787
roveri,Coniugi con figli e altri membri conviventi,6-10,2.0991295529451537
scandellara,Coniugi con figli e altri membri conviventi,6-10,1.5922138651793007
stradelli guelfi,Coniugi con figli e altri membri conviventi,6-10,0.5069156877658526
via larga,Coniugi con figli e altri membri conviventi,6-10,3.6497929519141383
cirenaica,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.2588805318459675
croce del biacco,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.12566551170455506
guelfa,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.19837178512070763
mengoli,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.28183892504014196
ospedale sant'orsola,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.002225414800416913
roveri,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.0355784669990704
scandellara,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.026986675681005098
stradelli guelfi,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.008591791318065298
via larga,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.06186089749007014
cirenaica,Madre con figli e altri membri conviventi,5,9.060818614608863
croce del biacco,Madre con figli e altri membri conviventi,5,4.398292909659427
guelfa,Madre con figli e altri membri conviventi,5,6.943012479224767
mengoli,Madre con figli e altri membri conviventi,5,9.86436237640497
ospedale sant'orsola,Madre con figli e altri membri conviventi,5,0.07788951801459196
roveri,Madre con figli e altri membri conviventi,5,1.245246344967464
scandellara,Madre con figli e altri membri conviventi,5,0.9445336488351784
stradelli guelfi,Madre con figli e altri membri conviventi,5,0.3007126961322854
via larga,Madre con figli e altri membri conviventi,5,2.165131412152455
osservanza,Altre tipologie familiari,6-10,0.9996573386636208
paderno,Altre tipologie familiari,6-10,0.37784123358081095
san michele in bosco,Altre tipologie familiari,6-10,0.6225014277555683
osservanza,Madre con figli,2,127.95613934894347
paderno,Madre con figli,2,48.3636778983438
san michele in bosco,Madre con figli,2,79.68018275271274
galvani-1,Coniugi con figli,4,42.05708131394723
galvani-2,Coniugi con figli,4,265.9429186860528
irnerio-1,Coppia unita civilmente maschile con figli ed eventuali conviventi,3,0.267077103488713
irnerio-2,Coppia unita civilmente maschile con figli ed eventuali conviventi,3,0.7329228965112871
irnerio-1,Padre con figli e altri membri conviventi,3,18.161243037232484
irnerio-2,Padre con figli e altri membri conviventi,3,49.83875696276752
chiesanuova,Coniugi con figli,3,293.8562415968559
dagnini,Coniugi con figli,3,376.13913882855866
giardini margherita,Coniugi con figli,3,1.2598338332126728
mezzofanti,Coniugi con figli,3,294.7223773571896
siepelunga,Coniugi con figli,3,176.02240838418314
chiesanuova,Coniugi con figli,4,265.29403247491985
dagnini,Coniugi con figli,4,339.5792050194781
giardini margherita,Coniugi con figli,4,1.1373806322611784
mezzofanti,Coniugi con figli,4,266.0759816595994
siepelunga,Coniugi con figli,4,158.9134002137415
chiesanuova,Madre con figli,2,222.32206019236736
dagnini,Madre con figli,2,284.57461991932985
giardini margherita,Madre con figli,2,0.9531492398386596
mezzofanti,Madre con figli,2,222.9773502947564
siepelunga,Madre con figli,2,133.17282035370772
chiesanuova,Padre con figli,3,18.269521150067224
dagnini,Padre con figli,3,23.385182886889375
giardini margherita,Padre con figli,3,0.0783259213293343
mezzofanti,Padre con figli,3,18.32337022098114
siepelunga,Padre con figli,3,10.943599820732926
chiesanuova,Padre con figli,4,2.315854793670493
dagnini,Padre con figli,4,2.964318957493019
giardini margherita,Padre con figli,4,0.009928637914986039
mezzofanti,Padre con figli,4,2.322680732237046
siepelunga,Padre con figli,4,1.3872168786844554
bitone,Altre tipologie familiari,3,15.195570804741111
cavedone,Altre tipologie familiari,3,4.425608234560199
due madonne,Altre tipologie familiari,3,4.259981285090455
fossolo,Altre tipologie familiari,3,12.245165315034312
lungo savena,Altre tipologie familiari,3,0.2512476606363069
ospedale bellaria,Altre tipologie familiari,3,0.16843418590143483
pontevecchio,Altre tipologie familiari,3,7.447598253275109
via arno,Altre tipologie familiari,3,10.006394260761073
bitone,Coniugi con figli e altri membri conviventi,5,17.446766479517574
cavedone,Coniugi con figli e altri membri conviventi,5,5.081253898939488
due madonne,Coniugi con figli e altri membri conviventi,5,4.891089623622374
fossolo,Coniugi con figli e altri membri conviventi,5,14.059263880224579
lungo savena,Coniugi con figli e altri membri conviventi,5,0.28846953628613015
ospedale bellaria,Coniugi con figli e altri membri conviventi,5,0.19338739862757331
pontevecchio,Coniugi con figli e altri membri conviventi,5,8.550946142649199
via arno,Coniugi con figli e altri membri conviventi,5,11.488823040133084
bitone,Madre con figli,2,322.7651798710751
cavedone,Madre con figli,2,94.00319713038054
due madonne,Madre con figli,2,90.48515803701393
fossolo,Madre con figli,2,260.09638178415474
lungo savena,Madre con figli,2,5.3366864212934075
ospedale bellaria,Madre con figli,2,3.5776668746101064
pontevecchio,Madre con figli,2,158.1925036390102
via arno,Madre con figli,2,212.54322624246205
corelli,Coniugi con altri membri conviventi,4,2.9033978291647005
monte donato,Coniugi con altri membri conviventi,4,0.4733836715431808
ponte savena-la bastia,Coniugi con altri membri conviventi,4,0.44034922133081644
via toscana,Coniugi con altri membri conviventi,4,3.1828692779613026
corelli,Solo,1,937.3827277017461
monte donato,Solo,1,152.8352996696555
ponte savena-la bastia,Solo,1,142.169891458235
via toscana,Solo,1,1027.6120811703634
aeroporto,Padre con figli e altri membri conviventi,6-10,0.3128675781981644
bargellino,Padre con figli e altri membri conviventi,6-10,0.048548417306611726
borgo centro,Padre con figli e altri membri conviventi,6-10,5.336954485858775
casteldebole,Padre con figli e altri membri conviventi,6-10,3.4078291814946615
ducati-villaggio ina,Padre con figli e altri membri conviventi,6-10,2.076793407005057
la birra,Padre con figli e altri membri conviventi,6-10,1.307435849410002
lavino di mezzo,Padre con figli e altri membri conviventi,6-10,0.35467315976774677
lungo reno,Padre con figli e altri membri conviventi,6-10,0.008765686458138229
rigosa,Padre con figli e altri membri conviventi,6-10,0.8941000187300993
triumvirato-pietra,Padre con figli e altri membri conviventi,6-10,3.625622775800712
via del vivaio,Padre con figli e altri membri conviventi,6-10,0.6264094399700318
agucchi,Altre tipologie familiari,3,6.574709215627797
emilia ponente,Altre tipologie familiari,3,13.425290784372203
agucchi,Coniugi con figli,3,185.07806441992247
emilia ponente,Coniugi con figli,3,377.92193558007756
agucchi,Padre con figli,4,1.6436773039069492
emilia ponente,Padre con figli,4,3.356322696093051
arcoveggio,Altre tipologie familiari,4,8.648687376645848
caserme rosse-manifattura,Altre tipologie familiari,4,1.797793819450077
cnr,Altre tipologie familiari,4,0.04023035120447725
ex mercato ortofrutticolo,Altre tipologie familiari,4,1.4365587909265418
piazza dell'unita',Altre tipologie familiari,4,9.144023575850975
via ferrarese,Altre tipologie familiari,4,9.932706085922081
arcoveggio,Padre con figli e altri membri conviventi,5,8.369697461270176
caserme rosse-manifattura,Padre con figli e altri membri conviventi,5,1.7398004704355585
cnr,Padre con figli e altri membri conviventi,5,0.038932597939816696
ex mercato ortofrutticolo,Padre con figli e altri membri conviventi,5,1.3902181847676212
piazza dell'unita',Padre con figli e altri membri conviventi,5,8.849055073404168
via ferrarese,Padre con figli e altri membri conviventi,5,9.61229621218266
croce coperta,Altre tipologie familiari,2,131.91311475409836
la dozza,Altre tipologie familiari,2,29.853442622950823
mulino del gomito,Altre tipologie familiari,2,15.86032786885246
san savino,Altre tipologie familiari,2,202.36196721311475
savena abbandonato,Altre tipologie familiari,2,22.011147540983604
croce coperta,Coniugi con altri membri conviventi,5,1.9688524590163934
la dozza,Coniugi con altri membri conviventi,5,0.4455737704918033
mulino del gomito,Coniugi con altri membri conviventi,5,0.23672131147540987
san savino,Coniugi con altri membri conviventi,5,3.020327868852459
savena abbandonato,Coniugi con altri membri conviventi,5,0.3285245901639344
croce coperta,Padre con figli,3,10.1724043715847
la dozza,Padre con figli,3,2.3021311475409836
mulino del gomito,Padre con figli,3,1.2230601092896176
san savino,Padre con figli,3,15.605027322404371
savena abbandonato,Padre con figli,3,1.6973770491803277
ravone,Padre con figli e altri membri conviventi,6-10,0.2465886544924485
san giuseppe,Padre con figli e altri membri conviventi,6-10,1.281532169899178
san luca,Padre con figli e altri membri conviventi,6-10,0.13483419038749644
stadio-meloncello,Padre con figli e altri membri conviventi,6-10,0.7342997125156902
via del genio,Padre con figli e altri membri conviventi,6-10,0.0034417135684496093
xxi aprile,Padre con figli e altri membri conviventi,6-10,2.5993035591367377
ravone,Solo,1,156.23857148641537
san giuseppe,Solo,1,811.9787828481192
san luca,Solo,1,85.43094302951775
stadio-meloncello,Solo,1,465.2522978499413
via del genio,Solo,1,2.1806697169696725
xxi aprile,Solo,1,1646.918735069037
battindarno,Coniugi con altri membri conviventi,3,26.75897582606208
canale di reno,Coniugi con altri membri conviventi,3,19.105707338006006
villaggio della barca,Coniugi con altri membri conviventi,3,18.135316835931913
battindarno,Coniugi con altri membri conviventi,6-10,1.25432699184666
canale di reno,Coniugi con altri membri conviventi,6-10,0.8955800314690315
villaggio della barca,Coniugi con altri membri conviventi,6-10,0.8500929766843084
agucchi,Coniugi con figli e altri membri conviventi,5,7.889651058753356
emilia ponente,Coniugi con figli e altri membri conviventi,5,16.110348941246645
agucchi,Madre con figli,2,127.54935878317924
emilia ponente,Madre con figli,2,260.45064121682077
arcoveggio,Coniugi con altri membri conviventi,5,1.6739394922540352
caserme rosse-manifattura,Coniugi con altri membri conviventi,5,0.3479600940871117
cnr,Coniugi con altri membri conviventi,5,0.007786519587963339
ex mercato ortofrutticolo,Coniugi con altri membri conviventi,5,0.2780436369535242
piazza dell'unita',Coniugi con altri membri conviventi,5,1.7698110146808337
via ferrarese,Coniugi con altri membri conviventi,5,1.9224592424365319
arcoveggio,Madre con figli,6-10,0.8369697461270176
caserme rosse-manifattura,Madre con figli,6-10,0.17398004704355585
cnr,Madre con figli,6-10,0.0038932597939816695
ex mercato ortofrutticolo,Madre con figli,6-10,0.1390218184767621
piazza dell'unita',Madre con figli,6-10,0.8849055073404168
via ferrarese,Madre con figli,6-10,0.9612296212182659
arcoveggio,Padre con figli,3,13.949495768783626
caserme rosse-manifattura,Padre con figli,3,2.899667450725931
cnr,Padre con figli,3,0.06488766323302783
ex mercato ortofrutticolo,Padre con figli,3,2.3170303079460353
piazza dell'unita',Padre con figli,3,14.748425122340281
via ferrarese,Padre con figli,3,16.0204936869711
croce coperta,Altre tipologie familiari,4,2.2969945355191257
la dozza,Altre tipologie familiari,4,0.5198360655737705
mulino del gomito,Altre tipologie familiari,4,0.27617486338797814
san savino,Altre tipologie familiari,4,3.523715846994535
savena abbandonato,Altre tipologie familiari,4,0.3832786885245901
croce coperta,Coniugi con altri membri conviventi,3,12.141256830601094
la dozza,Coniugi con altri membri conviventi,3,2.747704918032787
mulino del gomito,Coniugi con altri membri conviventi,3,1.4597814207650275
san savino,Coniugi con altri membri conviventi,3,18.62535519125683
savena abbandonato,Coniugi con altri membri conviventi,3,2.025901639344262
beverara,Coniugi con figli e altri membri conviventi,4,15.874615857406269
la noce,Coniugi con figli e altri membri conviventi,4,3.4300348289284983
laghetti del rosario,Coniugi con figli e altri membri conviventi,4,1.0952673632452368
lazzaretto,Coniugi con figli e altri membri conviventi,4,2.0575701700471214
pescarola,Coniugi con figli e altri membri conviventi,4,10.202212661339889
tiro a segno,Coniugi con figli e altri membri conviventi,4,0.34029911903298504
ravone,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.19727092359395879
san giuseppe,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,1.0252257359193424
san luca,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.10786735230999717
stadio-meloncello,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.5874397700125521
via del genio,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,0.0027533708547596873
xxi aprile,Coppia unita civilmente femminile con figli ed eventuali conviventi,3,2.07944284730939
ravone,Madre con figli e altri membri conviventi,4,5.326314937036887
san giuseppe,Madre con figli e altri membri conviventi,4,27.681094869822246
san luca,Madre con figli e altri membri conviventi,4,2.9124185123699236
stadio-meloncello,Madre con figli e altri membri conviventi,4,15.860873790338907
via del genio,Madre con figli e altri membri conviventi,4,0.07434101307851156
xxi aprile,Madre con figli e altri membri conviventi,4,56.14495687735353
malpighi-1,Altre tipologie familiari,2,41.87992785364597
malpighi-2,Altre tipologie familiari,2,222.12007214635403
malpighi-1,Madre con figli,6-10,0.31727218070943913
malpighi-2,Madre con figli,6-10,1.6827278192905608
malpighi-1,Padre con figli,2,12.373615047668126
malpighi-2,Padre con figli,2,65.62638495233188
marconi-1,Coniugi con altri membri conviventi,4,0.7930052867019113
marconi-2,Coniugi con altri membri conviventi,4,4.206994713298088
marconi-1,Coppia unita civilmente femminile,2,0.6344042293615291
marconi-2,Coppia unita civilmente femminile,2,3.3655957706384707
marconi-1,Madre con figli,2,73.11508743391623
marconi-2,Madre con figli,2,387.88491256608376
marconi-1,Madre con figli e altri membri conviventi,5,1.110207401382676
marconi-2,Madre con figli e altri membri conviventi,5,5.889792598617324
marconi-1,Padre con figli,4,0.4758031720211468
marconi-2,Padre con figli,4,2.524196827978853
prati di caprara-ospedale maggiore,Altre tipologie familiari,2,11.31545449600174
scalo ravone,Altre tipologie familiari,2,3.4231627046727957
velodromo,Altre tipologie familiari,2,137.9011586792145
via vittorio veneto,Altre tipologie familiari,2,128.15465375618777
zanardi,Altre tipologie familiari,2,156.2055703639232
prati di caprara-ospedale maggiore,Coppia unita civilmente femminile,2,0.12946744274601535
scalo ravone,Coppia unita civilmente femminile,2,0.039166621334929014
velodromo,Coppia unita civilmente femminile,2,1.5778164608605776
via vittorio veneto,Coppia unita civilmente femminile,2,1.4663003862264048
zanardi,Coppia unita civilmente femminile,2,1.787249088832073
prati di caprara-ospedale maggiore,Coppia unita civilmente maschile,2,0.3107218625904368
scalo ravone,Coppia unita civilmente maschile,2,0.09399989120382962
velodromo,Coppia unita civilmente maschile,2,3.7867595060653865
via vittorio veneto,Coppia unita civilmente maschile,2,3.519120926943372
zanardi,Coppia unita civilmente maschile,2,4.289397813196976
caab,Altre tipologie familiari,6-10,0.0410740520771467
cadriano-calamosco,Altre tipologie familiari,6-10,0.08017880028758088
fiera,Altre tipologie familiari,6-10,0.001969303866712513
michelino,Altre tipologie familiari,6-10,0.4278078209496421
pilastro,Altre tipologie familiari,6-10,0.6635616267075115
san donnino,Altre tipologie familiari,6-10,0.27401456659685536
scalo merci san donato,Altre tipologie familiari,6-10,0.0037510549842143105
via del lavoro,Altre tipologie familiari,6-10,0.7549935919477353
via mondo,Altre tipologie familiari,6-10,0.7526491825826014
caab,Coniugi con figli,3,13.992560407614642
cadriano-calamosco,Coniugi con figli,3,27.314244631302554
fiera,Coniugi con figli,3,0.6708761839267293
michelino,Coniugi con figli,3,145.73986433684473
pilastro,Coniugi con figli,3,226.0533274983589
san donnino,Coniugi con figli,3,93.34762902066205
scalo merci san donato,Coniugi con figli,3,1.2778593979556752
via del lavoro,Coniugi con figli,3,257.2011503235285
via mondo,Coniugi con figli,3,256.4024881998062
caab,Coniugi con figli,4,10.720327592135288
cadriano-calamosco,Coniugi con figli,4,20.92666687505861
fiera,Coniugi con figli,4,0.5139883092119658
michelino,Coniugi con figli,4,111.65784126785658
pilastro,Coniugi con figli,4,173.1895845706605
san donnino,Coniugi con figli,4,71.51780188177925
scalo merci san donato,Coniugi con figli,4,0.979025350879935
via del lavoro,Coniugi con figli,4,197.05332749835893
via mondo,Coniugi con figli,4,196.44143665405898
caab,Padre con figli,6-10,0.013691350692382233
cadriano-calamosco,Padre con figli,6-10,0.02672626676252696
fiera,Padre con figli,6-10,0.0006564346222375043
michelino,Padre con figli,6-10,0.14260260698321403
pilastro,Padre con figli,6-10,0.22118720890250382
san donnino,Padre con figli,6-10,0.09133818886561845
scalo merci san donato,Padre con figli,6-10,0.0012503516614047702
via del lavoro,Padre con figli,6-10,0.2516645306492451
via mondo,Padre con figli,6-10,0.25088306086086715
cirenaica,Altre tipologie familiari,4,4.4009690413814475
croce del biacco,Altre tipologie familiari,4,2.136313698977436
guelfa,Altre tipologie familiari,4,3.37232034705203
mengoli,Altre tipologie familiari,4,4.791261725682413
ospedale sant'orsola,Altre tipologie familiari,4,0.037832051607087525
roveri,Altre tipologie familiari,4,0.6048339389841968
scandellara,Altre tipologie familiari,4,0.45877348657708666
stradelli guelfi,Altre tipologie familiari,4,0.14606045240711008
