﻿Anno;Codice Area Statistica;Area Statistica;Quartiere;Zona;Sesso;Età grandi;Età;Cittadinanza;Residenti;Zona di prossimità
2019;88;Via Toscana;Savena;San Ruffillo;Femmine;06-14;00-14;Italiana;260;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2019;88;Via Toscana;Savena;San Ruffillo;Maschi;02 e prima;00-14;Italiana;95;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2019;88;Via Toscana;Savena;San Ruffillo;Maschi;06-14;00-14;Italiana;264;VIA TOSCANA - S. RUFFILLO - MONTE DONATO
2019;89;Corelli;Savena;San Ruffillo;Femmine;03-05;00-14;Italiana;96;LUNGO SAVENA
2019;89;Corelli;Savena;San Ruffillo;Femmine;35-44;30-44;Italiana;405;LUNGO SAVENA
2019;89;Corelli;Savena;San Ruffillo;Femmine;35-44;30-44;Straniera;144;LUNGO SAVENA
2019;89;Corelli;Savena;San Ruffillo;Maschi;25-34;15-29;Italiana;140;LUNGO SAVENA
2019;90;Ponte Savena-La Bastia;Savena;San Ruffillo;Femmine;02 e prima;00-14;Italiana;15;LUNGO SAVENA
2019;90;Ponte Savena-La Bastia;Savena;San Ruffillo;Maschi;35-44;30-44;Italiana;57;LUNGO SAVENA
2019;99;non indicata;Senza fissa dimora;Senza fissa dimora;Femmine;02 e prima;00-14;Italiana;1;
2019;99;non indicata;Senza fissa dimora;Senza fissa dimora;Femmine;25-34;15-29;Straniera;6;
2019;99;non indicata;Senza fissa dimora;Senza fissa dimora;Maschi;25-34;30-44;Italiana;6;
2020;01;Lavino di Mezzo;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;30-44;Italiana;17;BIRRA - BARGELLINO - LAVINO
2020;02;Via del Vivaio;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;30-44;Italiana;25;BIRRA - BARGELLINO - LAVINO
2020;03;Bargellino;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Italiana;11;BIRRA - BARGELLINO - LAVINO
2020;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;30-44;Italiana;10;BIRRA - BARGELLINO - LAVINO
2020;04;Aeroporto;Borgo Panigale - Reno;Borgo Panigale;Maschi;03-05;00-14;Straniera;1;BIRRA - BARGELLINO - LAVINO
2020;05;La Birra;Borgo Panigale - Reno;Borgo Panigale;Femmine;65 e oltre;65 e oltre;Italiana;274;BIRRA - BARGELLINO - LAVINO
2020;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;03-05;00-14;Straniera;8;BORGO PANIGALE
2020;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;30-44;Straniera;22;BORGO PANIGALE
2020;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Femmine;55-64;45-64;Straniera;37;BORGO PANIGALE
2020;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;35-44;30-44;Italiana;148;BORGO PANIGALE
2020;07;Ducati-Villaggio Ina;Borgo Panigale - Reno;Borgo Panigale;Maschi;65 e oltre;65 e oltre;Italiana;440;BORGO PANIGALE
2020;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;15-29;Italiana;152;BORGO PANIGALE
2020;08;Borgo Centro;Borgo Panigale - Reno;Borgo Panigale;Maschi;55-64;45-64;Italiana;441;BORGO PANIGALE
2020;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;25-34;15-29;Straniera;1;BORGO PANIGALE
2020;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Femmine;35-44;30-44;Italiana;60;BORGO PANIGALE
2020;10;Rigosa;Borgo Panigale - Reno;Borgo Panigale;Maschi;25-34;15-29;Straniera;19;BORGO PANIGALE
2020;11;Casteldebole;Borgo Panigale - Reno;Borgo Panigale;Maschi;15-24;15-29;Italiana;212;CASTELDEBOLE - PONTELUNGO
2020;12;Caserme Rosse-Manifattura;Navile;Bolognina;Maschi;55-64;45-64;Italiana;128;CORTICELLA - DOZZA
2020;13;CNR;Navile;Bolognina;Femmine;35-44;30-44;Straniera;1;BEVERARA
2020;14;Arcoveggio;Navile;Bolognina;Femmine;15-24;15-29;Straniera;79;BOLOGNINA
2020;14;Arcoveggio;Navile;Bolognina;Maschi;45-54;45-64;Straniera;204;BOLOGNINA
2020;14;Arcoveggio;Navile;Bolognina;Maschi;65 e oltre;65 e oltre;Italiana;896;BOLOGNINA
2020;15;Via Ferrarese;Navile;Bolognina;Maschi;06-14;00-14;Italiana;256;BOLOGNINA
2020;15;Via Ferrarese;Navile;Bolognina;Maschi;25-34;15-29;Straniera;132;BOLOGNINA
2020;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Femmine;65 e oltre;65 e oltre;Italiana;70;BOLOGNINA
2020;16;Ex Mercato Ortofrutticolo;Navile;Bolognina;Femmine;65 e oltre;65 e oltre;Straniera;3;BOLOGNINA
2020;17;Piazza dell'Unita';Navile;Bolognina;Maschi;02 e prima;00-14;Straniera;43;BOLOGNINA
2020;18;San Savino;Navile;Corticella;Femmine;25-34;15-29;Straniera;61;CORTICELLA - DOZZA
2020;18;San Savino;Navile;Corticella;Femmine;55-64;45-64;Straniera;128;CORTICELLA - DOZZA
2020;18;San Savino;Navile;Corticella;Maschi;25-34;15-29;Straniera;53;CORTICELLA - DOZZA
2020;18;San Savino;Navile;Corticella;Maschi;25-34;30-44;Italiana;175;CORTICELLA - DOZZA
2020;19;Savena Abbandonato;Navile;Corticella;Maschi;25-34;30-44;Straniera;20;CORTICELLA - DOZZA
2020;19;Savena Abbandonato;Navile;Corticella;Maschi;55-64;45-64;Italiana;63;CORTICELLA - DOZZA
2020;19;Savena Abbandonato;Navile;Corticella;Maschi;55-64;45-64;Straniera;2;CORTICELLA - DOZZA
2020;19;Savena Abbandonato;Navile;Corticella;Maschi;65 e oltre;65 e oltre;Straniera;7;CORTICELLA - DOZZA
2020;20;Croce Coperta;Navile;Corticella;Femmine;65 e oltre;65 e oltre;Italiana;800;CORTICELLA - DOZZA
2020;20;Croce Coperta;Navile;Corticella;Maschi;06-14;00-14;Straniera;63;CORTICELLA - DOZZA
2020;20;Croce Coperta;Navile;Corticella;Maschi;55-64;45-64;Italiana;436;CORTICELLA - DOZZA
2020;21;Mulino del Gomito;Navile;Corticella;Maschi;35-44;30-44;Straniera;37;CORTICELLA - DOZZA
2020;22;La Dozza;Navile;Corticella;Maschi;35-44;30-44;Straniera;12;CORTICELLA - DOZZA
2020;22;La Dozza;Navile;Corticella;Maschi;65 e oltre;65 e oltre;Straniera;2;CORTICELLA - DOZZA
2020;23;Laghetti del Rosario;Navile;Lame;Maschi;15-24;15-29;Straniera;5;BERTALIA - NOCE
2020;24;La Noce;Navile;Lame;Maschi;03-05;00-14;Straniera;5;BERTALIA - NOCE
2020;25;Tiro A Segno;Navile;Lame;Femmine;06-14;00-14;Italiana;4;BERTALIA - NOCE
2020;25;Tiro A Segno;Navile;Lame;Femmine;35-44;30-44;Italiana;6;BERTALIA - NOCE
2020;27;Lazzaretto;Navile;Lame;Maschi;02 e prima;00-14;Italiana;13;BERTALIA - NOCE
2020;27;Lazzaretto;Navile;Lame;Maschi;15-24;15-29;Italiana;21;BERTALIA - NOCE
2020;27;Lazzaretto;Navile;Lame;Maschi;45-54;45-64;Straniera;15;BERTALIA - NOCE
2020;28;Beverara;Navile;Lame;Maschi;25-34;15-29;Straniera;48;BEVERARA
2020;29;Marconi-2;Porto - Saragozza;Marconi;Femmine;25-34;15-29;Straniera;68;MARCONI
2020;29;Marconi-2;Porto - Saragozza;Marconi;Maschi;65 e oltre;65 e oltre;Straniera;26;MARCONI
2020;30;Marconi-1;Porto - Saragozza;Marconi;Femmine;02 e prima;00-14;Straniera;1;MALPIGHI
2020;30;Marconi-1;Porto - Saragozza;Marconi;Maschi;35-44;30-44;Straniera;28;MALPIGHI
2020;30;Marconi-1;Porto - Saragozza;Marconi;Maschi;65 e oltre;65 e oltre;Straniera;5;MALPIGHI
2020;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;Femmine;02 e prima;00-14;Italiana;6;SAFFI
2020;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;Femmine;03-05;00-14;Italiana;7;SAFFI
2020;31;Prati di Caprara-Ospedale Maggiore;Porto - Saragozza;Saffi;Femmine;45-54;45-64;Straniera;2;SAFFI
2020;33;Zanardi;Porto - Saragozza;Saffi;Femmine;03-05;00-14;Italiana;41;SAFFI
2020;33;Zanardi;Porto - Saragozza;Saffi;Femmine;25-34;30-44;Italiana;201;SAFFI
2020;33;Zanardi;Porto - Saragozza;Saffi;Maschi;65 e oltre;65 e oltre;Italiana;536;SAFFI
2020;34;Velodromo;Porto - Saragozza;Saffi;Femmine;45-54;45-64;Straniera;64;SAFFI
2020;34;Velodromo;Porto - Saragozza;Saffi;Maschi;02 e prima;00-14;Italiana;61;SAFFI
2020;34;Velodromo;Porto - Saragozza;Saffi;Maschi;02 e prima;00-14;Straniera;19;SAFFI
2020;34;Velodromo;Porto - Saragozza;Saffi;Maschi;35-44;30-44;Italiana;388;SAFFI
2020;34;Velodromo;Porto - Saragozza;Saffi;Maschi;65 e oltre;65 e oltre;Italiana;541;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Femmine;55-64;45-64;Straniera;64;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Maschi;06-14;00-14;Italiana;137;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Maschi;15-24;15-29;Italiana;139;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Maschi;15-24;15-29;Straniera;31;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Maschi;25-34;15-29;Straniera;23;SAFFI
2020;35;Via Vittorio Veneto;Porto - Saragozza;Saffi;Maschi;65 e oltre;65 e oltre;Italiana;465;SAFFI
2020;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Femmine;15-24;15-29;Italiana;208;BARCA
2020;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Femmine;35-44;30-44;Italiana;221;BARCA
2020;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Femmine;35-44;30-44;Straniera;161;BARCA
2020;36;Villaggio della Barca;Borgo Panigale - Reno;Barca;Maschi;02 e prima;00-14;Italiana;56;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;03-05;00-14;Straniera;26;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;25-34;15-29;Italiana;139;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;25-34;30-44;Straniera;61;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;35-44;30-44;Italiana;382;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Femmine;65 e oltre;65 e oltre;Straniera;47;BARCA
2020;37;Battindarno;Borgo Panigale - Reno;Barca;Maschi;55-64;45-64;Straniera;30;BARCA
2020;38;Canale di Reno;Borgo Panigale - Reno;Barca;Femmine;03-05;00-14;Italiana;49;BARCA
2020;38;Canale di Reno;Borgo Panigale - Reno;Barca;Femmine;15-24;15-29;Italiana;238;BARCA
2020;38;Canale di Reno;Borgo Panigale - Reno;Barca;Femmine;25-34;30-44;Straniera;29;BARCA
2020;38;Canale di Reno;Borgo Panigale - Reno;Barca;Maschi;25-34;15-29;Italiana;110;BARCA
2020;39;Agucchi;Borgo Panigale - Reno;Santa Viola;Femmine;15-24;15-29;Italiana;129;SANTA VIOLA
2020;39;Agucchi;Borgo Panigale - Reno;Santa Viola;Maschi;25-34;15-29;Italiana;75;SANTA VIOLA
2020;39;Agucchi;Borgo Panigale - Reno;Santa Viola;Maschi;55-64;45-64;Straniera;36;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;Femmine;25-34;15-29;Italiana;160;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;Femmine;25-34;30-44;Straniera;82;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;Femmine;35-44;30-44;Straniera;190;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;Femmine;45-54;45-64;Straniera;108;SANTA VIOLA
2020;40;Emilia Ponente;Borgo Panigale - Reno;Santa Viola;Maschi;03-05;00-14;Italiana;77;SANTA VIOLA
2020;41;Cadriano-Calamosco;San Donato - San Vitale;San Donato;Maschi;25-34;15-29;Straniera;4;SAN DONATO NUOVO
2020;42;Fiera;San Donato - San Vitale;San Donato;Femmine;25-34;30-44;Italiana;1;SAN DONATO VECCHIO
2020;42;Fiera;San Donato - San Vitale;San Donato;Femmine;65 e oltre;65 e oltre;Italiana;2;SAN DONATO VECCHIO
2020;43;San Donnino;San Donato - San Vitale;San Donato;Femmine;15-24;15-29;Italiana;110;SAN DONATO VECCHIO
2020;43;San Donnino;San Donato - San Vitale;San Donato;Femmine;35-44;30-44;Italiana;123;SAN DONATO VECCHIO
2020;43;San Donnino;San Donato - San Vitale;San Donato;Femmine;55-64;45-64;Straniera;42;SAN DONATO VECCHIO
2020;43;San Donnino;San Donato - San Vitale;San Donato;Femmine;65 e oltre;65 e oltre;Italiana;504;SAN DONATO VECCHIO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Femmine;15-24;15-29;Italiana;226;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Femmine;25-34;15-29;Straniera;58;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Femmine;25-34;30-44;Straniera;56;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Femmine;35-44;30-44;Straniera;181;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Femmine;45-54;45-64;Italiana;364;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Maschi;06-14;00-14;Italiana;166;SAN DONATO NUOVO
2020;44;Pilastro;San Donato - San Vitale;San Donato;Maschi;15-24;15-29;Italiana;246;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Femmine;02 e prima;00-14;Italiana;5;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Femmine;02 e prima;00-14;Straniera;4;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Femmine;25-34;15-29;Straniera;9;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Femmine;25-34;30-44;Straniera;8;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Femmine;55-64;45-64;Italiana;10;SAN DONATO NUOVO
2020;45;CAAB;San Donato - San Vitale;San Donato;Maschi;25-34;15-29;Straniera;8;SAN DONATO NUOVO
2020;46;Scalo Merci San Donato;San Donato - San Vitale;San Donato;Maschi;25-34;30-44;Italiana;4;SAN DONATO NUOVO
2020;46;Scalo Merci San Donato;San Donato - San Vitale;San Donato;Maschi;65 e oltre;65 e oltre;Italiana;6;SAN DONATO NUOVO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;Femmine;25-34;15-29;Straniera;75;SAN DONATO VECCHIO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;Femmine;25-34;30-44;Straniera;106;SAN DONATO VECCHIO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;Femmine;45-54;45-64;Italiana;478;SAN DONATO VECCHIO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;Maschi;06-14;00-14;Italiana;189;SAN DONATO VECCHIO
2020;47;Via del Lavoro;San Donato - San Vitale;San Donato;Maschi;55-64;45-64;Italiana;440;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Femmine;02 e prima;00-14;Italiana;45;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Femmine;65 e oltre;65 e oltre;Straniera;27;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Maschi;03-05;00-14;Straniera;19;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Maschi;35-44;30-44;Straniera;82;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Maschi;45-54;45-64;Italiana;304;SAN DONATO VECCHIO
2020;48;Michelino;San Donato - San Vitale;San Donato;Maschi;45-54;45-64;Straniera;48;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Femmine;03-05;00-14;Italiana;57;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Femmine;06-14;00-14;Italiana;161;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Femmine;25-34;15-29;Italiana;182;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Maschi;03-05;00-14;Italiana;56;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Maschi;15-24;15-29;Straniera;85;SAN DONATO VECCHIO
2020;49;Via Mondo;San Donato - San Vitale;San Donato;Maschi;25-34;15-29;Straniera;67;SAN DONATO VECCHIO
2020;50;Osservanza;Santo Stefano;Colli;Femmine;15-24;15-29;Straniera;10;OSSERVANZA - PADERNO
2020;50;Osservanza;Santo Stefano;Colli;Femmine;25-34;30-44;Straniera;20;OSSERVANZA - PADERNO
2020;50;Osservanza;Santo Stefano;Colli;Femmine;35-44;30-44;Italiana;238;OSSERVANZA - PADERNO
2020;50;Osservanza;Santo Stefano;Colli;Femmine;65 e oltre;65 e oltre;Italiana;608;OSSERVANZA - PADERNO
2020;50;Osservanza;Santo Stefano;Colli;Maschi;02 e prima;00-14;Straniera;3;OSSERVANZA - PADERNO
2020;50;Osservanza;Santo Stefano;Colli;Maschi;06-14;00-14;Italiana;176;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Femmine;02 e prima;00-14;Italiana;36;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Femmine;35-44;30-44;Straniera;25;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Maschi;02 e prima;00-14;Straniera;2;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Maschi;06-14;00-14;Straniera;6;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Maschi;15-24;15-29;Italiana;189;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Maschi;15-24;15-29;Straniera;4;OSSERVANZA - PADERNO
2020;51;San Michele in Bosco;Santo Stefano;Colli;Maschi;25-34;30-44;Straniera;8;OSSERVANZA - PADERNO
2020;52;Paderno;Santo Stefano;Colli;Femmine;25-34;15-29;Straniera;4;OSSERVANZA - PADERNO
2020;52;Paderno;Santo Stefano;Colli;Femmine;65 e oltre;65 e oltre;Straniera;10;OSSERVANZA - PADERNO
2020;53;Galvani-1;Santo Stefano;Galvani;Femmine;06-14;00-14;Straniera;5;GALVANI
2020;53;Galvani-1;Santo Stefano;Galvani;Femmine;25-34;15-29;Italiana;58;GALVANI
2020;53;Galvani-1;Santo Stefano;Galvani;Femmine;65 e oltre;65 e oltre;Straniera;7;GALVANI
2020;53;Galvani-1;Santo Stefano;Galvani;Maschi;25-34;15-29;Straniera;3;GALVANI
2020;53;Galvani-1;Santo Stefano;Galvani;Maschi;25-34;30-44;Straniera;10;GALVANI
2020;53;Galvani-1;Santo Stefano;Galvani;Maschi;65 e oltre;65 e oltre;Straniera;5;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Femmine;06-14;00-14;Italiana;330;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Femmine;25-34;15-29;Straniera;56;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Femmine;25-34;30-44;Straniera;80;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Femmine;65 e oltre;65 e oltre;Italiana;1457;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Maschi;25-34;15-29;Italiana;301;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Maschi;25-34;30-44;Straniera;56;GALVANI
2020;54;Galvani-2;Santo Stefano;Galvani;Maschi;55-64;45-64;Straniera;46;GALVANI
2020;55;Giardini Margherita;Santo Stefano;Murri;Femmine;03-05;00-14;Italiana;1;MURRI
2020;55;Giardini Margherita;Santo Stefano;Murri;Maschi;15-24;15-29;Italiana;2;MURRI
2020;55;Giardini Margherita;Santo Stefano;Murri;Maschi;65 e oltre;65 e oltre;Italiana;6;MURRI
2020;56;Mezzofanti;Santo Stefano;Murri;Maschi;02 e prima;00-14;Straniera;5;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;Femmine;03-05;00-14;Straniera;2;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;Maschi;02 e prima;00-14;Italiana;41;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;Maschi;35-44;30-44;Italiana;221;MURRI
2020;57;Siepelunga;Santo Stefano;Murri;Maschi;55-64;45-64;Straniera;8;MURRI
2020;58;Dagnini;Santo Stefano;Murri;Femmine;25-34;15-29;Italiana;223;MURRI
2020;58;Dagnini;Santo Stefano;Murri;Femmine;45-54;45-64;Straniera;126;MURRI
2020;58;Dagnini;Santo Stefano;Murri;Femmine;55-64;45-64;Italiana;601;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Femmine;55-64;45-64;Italiana;468;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Femmine;65 e oltre;65 e oltre;Italiana;1014;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Maschi;03-05;00-14;Italiana;91;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Maschi;15-24;15-29;Straniera;33;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Maschi;25-34;15-29;Straniera;31;MURRI
2020;59;Chiesanuova;Santo Stefano;Murri;Maschi;35-44;30-44;Straniera;79;MURRI
2020;60;Irnerio-1;Santo Stefano;Irnerio;Femmine;06-14;00-14;Straniera;5;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Femmine;25-34;30-44;Italiana;121;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Femmine;25-34;30-44;Straniera;37;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Femmine;55-64;45-64;Italiana;265;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Maschi;02 e prima;00-14;Straniera;4;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Maschi;25-34;30-44;Straniera;37;IRNERIO
2020;60;Irnerio-1;Santo Stefano;Irnerio;Maschi;35-44;30-44;Italiana;209;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;Femmine;03-05;00-14;Straniera;16;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;Femmine;06-14;00-14;Italiana;212;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;Femmine;15-24;15-29;Straniera;65;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;Femmine;35-44;30-44;Straniera;158;IRNERIO
2020;61;Irnerio-2;Santo Stefano;Irnerio;Maschi;15-24;15-29;Italiana;268;IRNERIO
2020;62;Cirenaica;San Donato - San Vitale;San Vitale;Femmine;45-54;45-64;Straniera;120;CIRENAICA - MASSARENTI - SCANDELLARA
2020;62;Cirenaica;San Donato - San Vitale;San Vitale;Femmine;65 e oltre;65 e oltre;Straniera;70;CIRENAICA - MASSARENTI - SCANDELLARA
2020;63;Scandellara;San Donato - San Vitale;San Vitale;Femmine;45-54;45-64;Straniera;3;CIRENAICA - MASSARENTI - SCANDELLARA
2020;63;Scandellara;San Donato - San Vitale;San Vitale;Maschi;06-14;00-14;Italiana;34;CIRENAICA - MASSARENTI - SCANDELLARA
2020;64;Via Larga;San Donato - San Vitale;San Vitale;Maschi;03-05;00-14;Italiana;18;CIRENAICA - MASSARENTI - SCANDELLARA
2020;65;Roveri;San Donato - San Vitale;San Vitale;Femmine;25-34;30-44;Italiana;11;CROCE DEL BIACCO - ROVERI
2016;18;San Savino;Navile;Corticella;Femmine;25-34;15-29;Italiana;129;CORTICELLA - DOZZA
2016;18;San Savino;Navile;Corticella;Femmine;45-54;45-64;Italiana;530;CORTICELLA - DOZZA
2016;18;San Savino;Navile;Corticella;Femmine;65 e oltre;65 e oltre;Straniera;32;CORTICELLA - DOZZA
2016;18;San Savino;Navile;Corticella;Maschi;25-34;15-29;Italiana;124;CORTICELLA - DOZZA
2016;18;San Savino;Navile;Corticella;Maschi;35-44;30-44;Italiana;488;CORTICELLA - DOZZA
2016;18;San Savino;Navile;Corticella;Maschi;35-44;30-44;Straniera;241;CORTICELLA - DOZZA
2016;19;Savena Abbandonato;Navile;Corticella;Femmine;06-14;00-14;Straniera;4;CORTICELLA - DOZZA
2016;19;Savena Abbandonato;Navile;Corticella;Femmine;25-34;30-44;Straniera;5;CORTICELLA - DOZZA
2016;19;Savena Abbandonato;Navile;Corticella;Maschi;06-14;00-14;Italiana;30;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;02 e prima;00-14;Straniera;22;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;03-05;00-14;Straniera;23;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;06-14;00-14;Italiana;173;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;25-34;30-44;Italiana;116;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;45-54;45-64;Straniera;70;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Femmine;65 e oltre;65 e oltre;Italiana;780;CORTICELLA - DOZZA
2016;20;Croce Coperta;Navile;Corticella;Maschi;03-05;00-14;Italiana;53;CORTICELLA - DOZZA
2016;21;Mulino del Gomito;Navile;Corticella;Femmine;45-54;45-64;Straniera;8;CORTICELLA - DOZZA
2016;21;Mulino del Gomito;Navile;Corticella;Maschi;35-44;30-44;Straniera;30;CORTICELLA - DOZZA
2016;21;Mulino del Gomito;Navile;Corticella;Maschi;55-64;45-64;Italiana;59;CORTICELLA - DOZZA
2016;21;Mulino del Gomito;Navile;Corticella;Maschi;65 e oltre;65 e oltre;Straniera;3;CORTICELLA - DOZZA
2016;22;La Dozza;Navile;Corticella;Femmine;03-05;00-14;Italiana;13;CORTICELLA - DOZZA
2016;22;La Dozza;Navile;Corticella;Femmine;45-54;45-64;Straniera;15;CORTICELLA - DOZZA
2016;22;La Dozza;Navile;Corticella;Femmine;65 e oltre;65 e oltre;Italiana;173;CORTICELLA - DOZZA
2016;22;La Dozza;Navile;Corticella;Maschi;02 e prima;00-14;Italiana;9;CORTICELLA - DOZZA
2016;22;La Dozza;Navile;Corticella;Maschi;55-64;45-64;Straniera;2;CORTICELLA - DOZZA
2016;24;La Noce;Navile;Lame;Femmine;02 e prima;00-14;Straniera;5;BERTALIA - NOCE
2016;24;La Noce;Navile;Lame;Femmine;25-34;15-29;Straniera;8;BERTALIA - NOCE
2016;24;La Noce;Navile;Lame;Maschi;15-24;15-29;Italiana;75;BERTALIA - NOCE
2016;24;La Noce;Navile;Lame;Maschi;55-64;45-64;Italiana;119;BERTALIA - NOCE
2016;25;Tiro A Segno;Navile;Lame;Femmine;65 e oltre;65 e oltre;Straniera;1;BERTALIA - NOCE
