household_id,area_name,household_size_cat,household_size,num_cars,household_income
HH_0042247,piazza dell'unita',1,1,0,0.0
HH_0042248,piazza dell'unita',1,1,0,0.0
HH_0042249,piazza dell'unita',1,1,0,0.0
HH_0042250,piazza dell'unita',1,1,0,15942.45
HH_0042251,piazza dell'unita',1,1,0,0.0
HH_0042252,piazza dell'unita',1,1,1,0.0
HH_0042253,piazza dell'unita',1,1,1,15523.6
HH_0042254,piazza dell'unita',1,1,1,8545.33
HH_0042255,piazza dell'unita',1,1,0,11636.97
HH_0042256,piazza dell'unita',1,1,0,0.0
HH_0042257,piazza dell'unita',1,1,1,13886.14
HH_0042258,piazza dell'unita',1,1,0,0.0
HH_0042259,piazza dell'unita',1,1,0,0.0
HH_0042260,piazza dell'unita',1,1,1,16334.02
HH_0042261,piazza dell'unita',1,1,0,0.0
HH_0042262,piazza dell'unita',1,1,0,0.0
HH_0042263,piazza dell'unita',1,1,0,0.0
HH_0042264,piazza dell'unita',1,1,0,0.0
HH_0042265,piazza dell'unita',1,1,0,0.0
HH_0042266,piazza dell'unita',1,1,0,0.0
HH_0042267,piazza dell'unita',1,1,0,11843.22
HH_0042268,piazza dell'unita',1,1,1,0.0
HH_0042269,piazza dell'unita',1,1,1,0.0
HH_0042270,piazza dell'unita',1,1,1,0.0
HH_0042271,piazza dell'unita',1,1,0,0.0
HH_0042272,piazza dell'unita',1,1,1,0.0
HH_0042273,piazza dell'unita',1,1,1,0.0
HH_0042274,piazza dell'unita',1,1,0,0.0
HH_0042275,piazza dell'unita',1,1,0,0.0
HH_0042276,piazza dell'unita',1,1,0,0.0
HH_0042277,piazza dell'unita',1,1,1,5681.43
HH_0042278,piazza dell'unita',1,1,1,0.0
HH_0042279,piazza dell'unita',1,1,1,0.0
HH_0042280,piazza dell'unita',1,1,0,0.0
HH_0042281,piazza dell'unita',1,1,0,0.0
HH_0042282,piazza dell'unita',1,1,0,0.0
HH_0042283,piazza dell'unita',1,1,1,0.0
HH_0042284,piazza dell'unita',1,1,0,0.0
HH_0042285,piazza dell'unita',1,1,1,0.0
HH_0042286,piazza dell'unita',1,1,1,0.0
HH_0042287,piazza dell'unita',1,1,0,0.0
HH_0042288,piazza dell'unita',1,1,1,9180.33
HH_0042289,piazza dell'unita',1,1,0,9709.22
HH_0042290,piazza dell'unita',1,1,1,14926.57
HH_0042291,piazza dell'unita',1,1,1,14707.28
HH_0042292,piazza dell'unita',1,1,0,0.0
HH_0042293,piazza dell'unita',1,1,1,0.0
HH_0042294,piazza dell'unita',1,1,1,15758.21
HH_0042295,piazza dell'unita',1,1,0,0.0
HH_0042296,piazza dell'unita',1,1,1,0.0
HH_0042297,piazza dell'unita',1,1,0,11148.96
HH_0042298,piazza dell'unita',1,1,0,12482.7
HH_0042299,piazza dell'unita',1,1,0,16625.76
HH_0042300,piazza dell'unita',1,1,1,0.0
HH_0042301,piazza dell'unita',1,1,0,0.0
HH_0042302,piazza dell'unita',1,1,0,0.0
HH_0042303,piazza dell'unita',1,1,1,0.0
HH_0042304,piazza dell'unita',1,1,1,8219.66
HH_0042305,piazza dell'unita',1,1,0,0.0
HH_0042306,piazza dell'unita',1,1,0,0.0
HH_0042307,piazza dell'unita',1,1,0,0.0
HH_0042308,piazza dell'unita',1,1,1,0.0
HH_0042309,piazza dell'unita',1,1,0,7305.61
HH_0042310,piazza dell'unita',1,1,1,11846.46
HH_0042311,piazza dell'unita',1,1,0,15935.72
HH_0042312,piazza dell'unita',1,1,1,0.0
HH_0042313,piazza dell'unita',1,1,0,0.0
HH_0042314,piazza dell'unita',1,1,1,0.0
HH_0042315,piazza dell'unita',1,1,0,0.0
HH_0042316,piazza dell'unita',1,1,0,0.0
HH_0042317,piazza dell'unita',1,1,1,0.0
HH_0042318,piazza dell'unita',1,1,1,16913.57
HH_0042319,piazza dell'unita',1,1,0,0.0
HH_0042320,piazza dell'unita',1,1,1,0.0
HH_0042321,piazza dell'unita',1,1,0,0.0
HH_0042322,piazza dell'unita',1,1,1,9721.06
HH_0042323,piazza dell'unita',1,1,0,0.0
HH_0042324,piazza dell'unita',1,1,1,0.0
HH_0042325,piazza dell'unita',1,1,0,0.0
HH_0042326,piazza dell'unita',1,1,1,0.0
HH_0042327,piazza dell'unita',1,1,0,0.0
HH_0042328,piazza dell'unita',1,1,1,0.0
HH_0042329,piazza dell'unita',1,1,0,15464.38
HH_0042330,piazza dell'unita',1,1,1,0.0
HH_0042331,piazza dell'unita',1,1,1,0.0
HH_0042332,piazza dell'unita',1,1,0,0.0
HH_0042333,piazza dell'unita',1,1,1,0.0
HH_0042334,piazza dell'unita',1,1,0,0.0
HH_0042335,piazza dell'unita',1,1,0,0.0
HH_0042336,piazza dell'unita',1,1,0,0.0
HH_0042337,piazza dell'unita',1,1,1,0.0
HH_0042338,piazza dell'unita',1,1,0,11275.96
HH_0042339,piazza dell'unita',1,1,1,0.0
HH_0042340,piazza dell'unita',1,1,0,11226.76
HH_0042341,piazza dell'unita',1,1,1,9092.27
HH_0042342,piazza dell'unita',1,1,1,14486.5
HH_0042343,piazza dell'unita',1,1,1,12236.23
HH_0042344,piazza dell'unita',1,1,0,0.0
HH_0042345,piazza dell'unita',1,1,0,0.0
HH_0042346,piazza dell'unita',1,1,1,0.0
HH_0042347,piazza dell'unita',1,1,0,0.0
HH_0042348,piazza dell'unita',1,1,1,4994.26
HH_0042349,piazza dell'unita',1,1,0,0.0
HH_0042350,piazza dell'unita',1,1,0,0.0
HH_0042351,piazza dell'unita',1,1,0,0.0
HH_0042352,piazza dell'unita',1,1,1,0.0
HH_0042353,piazza dell'unita',1,1,1,15217.71
HH_0042354,piazza dell'unita',1,1,0,10948.21
HH_0042355,piazza dell'unita',1,1,1,0.0
HH_0042356,piazza dell'unita',1,1,1,0.0
HH_0042357,piazza dell'unita',1,1,0,0.0
HH_0042358,piazza dell'unita',1,1,0,0.0
HH_0042359,piazza dell'unita',1,1,0,0.0
HH_0042360,piazza dell'unita',1,1,1,0.0
HH_0042361,piazza dell'unita',1,1,1,0.0
HH_0042362,piazza dell'unita',1,1,0,0.0
HH_0042363,piazza dell'unita',1,1,0,0.0
HH_0042364,piazza dell'unita',1,1,0,0.0
HH_0042365,piazza dell'unita',1,1,0,9996.47
HH_0042366,piazza dell'unita',1,1,0,0.0
HH_0042367,piazza dell'unita',1,1,1,0.0
HH_0042368,piazza dell'unita',1,1,1,0.0
HH_0042369,piazza dell'unita',1,1,0,0.0
HH_0042370,piazza dell'unita',1,1,1,0.0
HH_0042371,piazza dell'unita',1,1,0,0.0
HH_0042372,piazza dell'unita',1,1,0,0.0
HH_0042373,piazza dell'unita',1,1,0,0.0
HH_0042374,piazza dell'unita',1,1,1,0.0
HH_0042375,piazza dell'unita',1,1,0,0.0
HH_0042376,piazza dell'unita',1,1,0,0.0
HH_0042377,piazza dell'unita',1,1,0,0.0
HH_0042378,piazza dell'unita',1,1,1,13525.57
HH_0042379,piazza dell'unita',1,1,0,0.0
HH_0042380,piazza dell'unita',1,1,0,0.0
HH_0042381,piazza dell'unita',1,1,1,0.0
HH_0042382,piazza dell'unita',1,1,1,0.0
HH_0042383,piazza dell'unita',1,1,0,0.0
HH_0042384,piazza dell'unita',1,1,1,0.0
HH_0042385,piazza dell'unita',1,1,1,0.0
HH_0042386,piazza dell'unita',1,1,1,0.0
HH_0042387,piazza dell'unita',1,1,0,0.0
HH_0042388,piazza dell'unita',1,1,1,0.0
HH_0042389,piazza dell'unita',1,1,1,0.0
HH_0042390,piazza dell'unita',1,1,1,0.0
HH_0042391,piazza dell'unita',1,1,0,15865.01
HH_0042392,piazza dell'unita',1,1,0,0.0
HH_0042393,piazza dell'unita',1,1,0,0.0
HH_0042394,piazza dell'unita',1,1,0,0.0
HH_0042395,piazza dell'unita',1,1,0,0.0
HH_0042396,piazza dell'unita',1,1,0,0.0
HH_0042397,piazza dell'unita',1,1,0,5154.47
HH_0042398,piazza dell'unita',1,1,1,15781.85
HH_0042399,piazza dell'unita',1,1,0,12714.36
HH_0042400,piazza dell'unita',1,1,1,0.0
HH_0042401,piazza dell'unita',1,1,0,0.0
HH_0042402,piazza dell'unita',1,1,0,0.0
HH_0042403,piazza dell'unita',1,1,0,0.0
HH_0042404,piazza dell'unita',1,1,0,0.0
HH_0042405,piazza dell'unita',1,1,0,0.0
HH_0042406,piazza dell'unita',1,1,0,12276.85
HH_0042407,piazza dell'unita',1,1,0,0.0
HH_0042408,piazza dell'unita',1,1,1,12610.68
HH_0042409,piazza dell'unita',1,1,1,0.0
HH_0042410,piazza dell'unita',1,1,1,0.0
HH_0042411,piazza dell'unita',1,1,1,0.0
HH_0042412,piazza dell'unita',1,1,0,14961.88
HH_0042413,piazza dell'unita',1,1,0,0.0
HH_0042414,piazza dell'unita',1,1,1,12393.24
HH_0042415,piazza dell'unita',1,1,1,0.0
HH_0042416,piazza dell'unita',1,1,0,0.0
HH_0042417,piazza dell'unita',1,1,0,0.0
HH_0042418,piazza dell'unita',1,1,0,0.0
HH_0042419,piazza dell'unita',1,1,0,0.0
HH_0042420,piazza dell'unita',1,1,0,0.0
HH_0042421,piazza dell'unita',1,1,1,0.0
HH_0042422,piazza dell'unita',1,1,1,0.0
HH_0042423,piazza dell'unita',1,1,0,0.0
HH_0042424,piazza dell'unita',1,1,1,0.0
HH_0042425,piazza dell'unita',1,1,1,0.0
HH_0042426,piazza dell'unita',1,1,1,0.0
HH_0042427,piazza dell'unita',1,1,0,9544.04
HH_0042428,piazza dell'unita',1,1,1,0.0
HH_0042429,piazza dell'unita',1,1,0,0.0
HH_0042430,piazza dell'unita',1,1,0,0.0
HH_0042431,piazza dell'unita',1,1,0,0.0
HH_0042432,piazza dell'unita',1,1,1,0.0
HH_0042433,piazza dell'unita',1,1,0,0.0
HH_0042434,piazza dell'unita',1,1,0,0.0
HH_0042435,piazza dell'unita',1,1,1,0.0
HH_0042436,piazza dell'unita',1,1,1,0.0
HH_0042437,piazza dell'unita',1,1,0,11479.43
HH_0042438,piazza dell'unita',1,1,0,12276.79
HH_0042439,piazza dell'unita',1,1,1,13989.11
HH_0042440,piazza dell'unita',1,1,1,17309.2
HH_0042441,piazza dell'unita',1,1,0,13275.98
HH_0042442,piazza dell'unita',1,1,1,0.0
HH_0042443,piazza dell'unita',1,1,1,0.0
HH_0042444,piazza dell'unita',1,1,0,0.0
HH_0042445,piazza dell'unita',1,1,1,12449.59
HH_0042446,piazza dell'unita',1,1,0,0.0
HH_0042447,piazza dell'unita',1,1,0,13732.2
HH_0042448,piazza dell'unita',1,1,1,0.0
HH_0042449,piazza dell'unita',1,1,1,0.0
HH_0042450,piazza dell'unita',1,1,1,0.0
HH_0042451,piazza dell'unita',1,1,1,0.0
HH_0042452,piazza dell'unita',1,1,0,0.0
HH_0042453,piazza dell'unita',1,1,0,0.0
HH_0042454,piazza dell'unita',1,1,0,0.0
HH_0042455,piazza dell'unita',1,1,0,11497.53
HH_0042456,piazza dell'unita',1,1,0,0.0
HH_0042457,piazza dell'unita',1,1,0,13206.66
HH_0042458,piazza dell'unita',1,1,0,7972.1
HH_0042459,piazza dell'unita',1,1,0,0.0
HH_0042460,piazza dell'unita',1,1,1,15149.45
HH_0042461,piazza dell'unita',1,1,0,11471.86
HH_0042462,piazza dell'unita',1,1,0,0.0
HH_0042463,piazza dell'unita',1,1,0,0.0
HH_0042464,piazza dell'unita',1,1,0,0.0
HH_0042465,piazza dell'unita',1,1,1,0.0
HH_0042466,piazza dell'unita',1,1,1,0.0
HH_0042467,piazza dell'unita',1,1,1,14246.84
HH_0042468,piazza dell'unita',1,1,1,0.0
HH_0042469,piazza dell'unita',1,1,0,0.0
HH_0042470,piazza dell'unita',1,1,0,0.0
HH_0042471,piazza dell'unita',1,1,1,15725.46
HH_0042472,piazza dell'unita',1,1,1,0.0
HH_0042473,piazza dell'unita',1,1,0,0.0
HH_0042474,piazza dell'unita',1,1,1,0.0
HH_0042475,piazza dell'unita',1,1,0,0.0
HH_0042476,piazza dell'unita',1,1,1,0.0
HH_0042477,piazza dell'unita',1,1,0,0.0
HH_0042478,piazza dell'unita',1,1,1,0.0
HH_0042479,piazza dell'unita',1,1,0,0.0
HH_0042480,piazza dell'unita',1,1,0,0.0
HH_0042481,piazza dell'unita',1,1,0,0.0
HH_0042482,piazza dell'unita',1,1,1,0.0
HH_0042483,piazza dell'unita',1,1,0,0.0
HH_0042484,piazza dell'unita',1,1,0,10854.63
HH_0042485,piazza dell'unita',1,1,0,0.0
HH_0042486,piazza dell'unita',1,1,0,16364.97
HH_0042487,piazza dell'unita',1,1,0,0.0
HH_0042488,piazza dell'unita',1,1,0,0.0
HH_0042489,piazza dell'unita',1,1,1,0.0
HH_0042490,piazza dell'unita',1,1,0,0.0
HH_0042491,piazza dell'unita',1,1,0,0.0
HH_0042492,piazza dell'unita',1,1,0,0.0
HH_0042493,piazza dell'unita',1,1,0,0.0
HH_0042494,piazza dell'unita',1,1,1,0.0
HH_0042495,piazza dell'unita',1,1,0,0.0
HH_0042496,piazza dell'unita',1,1,0,0.0
HH_0042497,piazza dell'unita',1,1,1,0.0
HH_0042498,piazza dell'unita',1,1,0,0.0
HH_0042499,piazza dell'unita',1,1,1,0.0
HH_0042500,piazza dell'unita',1,1,0,0.0
HH_0042501,piazza dell'unita',1,1,0,14455.85
HH_0042502,piazza dell'unita',1,1,0,9723.42
HH_0042503,piazza dell'unita',1,1,0,0.0
HH_0042504,piazza dell'unita',1,1,1,0.0
HH_0042505,piazza dell'unita',1,1,0,11786.25
HH_0042506,piazza dell'unita',1,1,0,0.0
HH_0042507,piazza dell'unita',1,1,0,0.0
HH_0042508,piazza dell'unita',1,1,0,13342.53
HH_0042509,piazza dell'unita',1,1,0,12688.91
HH_0042510,piazza dell'unita',1,1,0,15345.62
HH_0042511,piazza dell'unita',1,1,0,0.0
HH_0042512,piazza dell'unita',1,1,1,10124.68
HH_0042513,piazza dell'unita',1,1,0,0.0
HH_0042514,piazza dell'unita',1,1,0,0.0
HH_0042515,piazza dell'unita',1,1,0,0.0
HH_0042516,piazza dell'unita',1,1,1,0.0
HH_0042517,piazza dell'unita',1,1,0,11360.35
HH_0042518,piazza dell'unita',1,1,0,0.0
HH_0042519,piazza dell'unita',1,1,1,0.0
HH_0042520,piazza dell'unita',1,1,0,0.0
HH_0042521,piazza dell'unita',1,1,0,7633.01
HH_0042522,piazza dell'unita',1,1,0,0.0
HH_0042523,piazza dell'unita',1,1,1,0.0
HH_0042524,piazza dell'unita',1,1,0,0.0
HH_0042525,piazza dell'unita',1,1,0,0.0
HH_0042526,piazza dell'unita',1,1,1,0.0
HH_0042527,piazza dell'unita',1,1,1,14720.36
HH_0042528,piazza dell'unita',1,1,1,0.0
HH_0042529,piazza dell'unita',1,1,0,0.0
HH_0042530,piazza dell'unita',1,1,1,0.0
HH_0042531,piazza dell'unita',1,1,1,15570.42
HH_0042532,piazza dell'unita',1,1,0,0.0
HH_0042533,piazza dell'unita',1,1,0,0.0
HH_0042534,piazza dell'unita',1,1,1,0.0
HH_0042535,piazza dell'unita',1,1,1,0.0
HH_0042536,piazza dell'unita',1,1,0,0.0
HH_0042537,piazza dell'unita',1,1,1,0.0
HH_0042538,piazza dell'unita',1,1,1,0.0
HH_0042539,piazza dell'unita',1,1,1,10796.18
HH_0042540,piazza dell'unita',1,1,0,0.0
HH_0042541,piazza dell'unita',1,1,0,0.0
HH_0042542,piazza dell'unita',1,1,0,0.0
HH_0042543,piazza dell'unita',1,1,0,13205.14
HH_0042544,piazza dell'unita',1,1,0,0.0
HH_0042545,piazza dell'unita',1,1,0,0.0
HH_0042546,piazza dell'unita',1,1,0,0.0
HH_0042547,piazza dell'unita',1,1,0,0.0
HH_0042548,piazza dell'unita',1,1,0,0.0
HH_0042549,piazza dell'unita',1,1,1,0.0
HH_0042550,piazza dell'unita',1,1,1,0.0
HH_0042551,piazza dell'unita',1,1,0,18382.44
HH_0042552,piazza dell'unita',1,1,1,0.0
HH_0042553,piazza dell'unita',1,1,1,0.0
HH_0042554,piazza dell'unita',1,1,0,6900.66
HH_0042555,piazza dell'unita',1,1,1,5052.61
HH_0042556,piazza dell'unita',1,1,1,0.0
HH_0042557,piazza dell'unita',1,1,1,0.0
HH_0042558,piazza dell'unita',1,1,0,0.0
HH_0042559,piazza dell'unita',1,1,1,0.0
HH_0042560,piazza dell'unita',1,1,0,0.0
HH_0042561,piazza dell'unita',1,1,1,0.0
HH_0042562,piazza dell'unita',1,1,1,0.0
HH_0042563,piazza dell'unita',1,1,0,12605.78
HH_0042564,piazza dell'unita',1,1,0,7731.6
HH_0042565,piazza dell'unita',1,1,0,0.0
HH_0042566,piazza dell'unita',1,1,1,0.0
HH_0042567,piazza dell'unita',1,1,1,9778.12
HH_0042568,piazza dell'unita',1,1,0,0.0
HH_0042569,piazza dell'unita',1,1,1,14406.71
HH_0042570,piazza dell'unita',1,1,0,0.0
HH_0042571,piazza dell'unita',1,1,0,0.0
HH_0042572,piazza dell'unita',1,1,0,0.0
HH_0042573,piazza dell'unita',1,1,0,11722.89
HH_0042574,piazza dell'unita',1,1,0,0.0
HH_0042575,piazza dell'unita',1,1,1,0.0
HH_0042576,piazza dell'unita',1,1,0,0.0
HH_0042577,piazza dell'unita',1,1,0,0.0
HH_0042578,piazza dell'unita',1,1,1,0.0
HH_0042579,piazza dell'unita',1,1,1,0.0
HH_0042580,piazza dell'unita',1,1,1,16436.81
HH_0042581,piazza dell'unita',1,1,0,0.0
HH_0042582,piazza dell'unita',1,1,1,4559.51
HH_0042583,piazza dell'unita',1,1,0,0.0
HH_0042584,piazza dell'unita',1,1,0,0.0
HH_0042585,piazza dell'unita',1,1,0,9532.48
HH_0042586,piazza dell'unita',1,1,0,0.0
HH_0042587,piazza dell'unita',1,1,1,0.0
HH_0042588,piazza dell'unita',1,1,1,0.0
HH_0042589,piazza dell'unita',1,1,0,15012.04
HH_0042590,piazza dell'unita',1,1,0,0.0
HH_0042591,piazza dell'unita',1,1,1,0.0
HH_0042592,piazza dell'unita',1,1,0,0.0
HH_0042593,piazza dell'unita',1,1,0,0.0
HH_0042594,piazza dell'unita',1,1,1,0.0
HH_0042595,piazza dell'unita',1,1,0,0.0
HH_0042596,piazza dell'unita',1,1,0,16030.79
HH_0042597,piazza dell'unita',1,1,1,0.0
HH_0042598,piazza dell'unita',1,1,1,9914.72
HH_0042599,piazza dell'unita',1,1,1,0.0
HH_0042600,piazza dell'unita',1,1,0,0.0
HH_0042601,piazza dell'unita',1,1,0,0.0
HH_0042602,piazza dell'unita',1,1,0,0.0
HH_0042603,piazza dell'unita',1,1,0,0.0
HH_0042604,piazza dell'unita',1,1,1,0.0
HH_0042605,piazza dell'unita',1,1,0,0.0
HH_0042606,piazza dell'unita',1,1,0,0.0
HH_0042607,piazza dell'unita',1,1,0,12451.91
HH_0042608,piazza dell'unita',1,1,0,0.0
HH_0042609,piazza dell'unita',1,1,0,0.0
HH_0042610,piazza dell'unita',1,1,1,11040.63
HH_0042611,piazza dell'unita',1,1,0,2825.69
HH_0042612,piazza dell'unita',1,1,1,0.0
HH_0042613,piazza dell'unita',1,1,0,0.0
HH_0042614,piazza dell'unita',1,1,0,0.0
HH_0042615,piazza dell'unita',1,1,0,0.0
HH_0042616,piazza dell'unita',1,1,1,11059.81
HH_0042617,piazza dell'unita',1,1,0,0.0
HH_0042618,piazza dell'unita',1,1,0,11719.29
HH_0042619,piazza dell'unita',1,1,1,0.0
HH_0042620,piazza dell'unita',1,1,0,0.0
HH_0042621,piazza dell'unita',1,1,1,14664.22
HH_0042622,piazza dell'unita',1,1,1,0.0
HH_0042623,piazza dell'unita',1,1,0,0.0
HH_0042624,piazza dell'unita',1,1,1,13139.45
HH_0042625,piazza dell'unita',1,1,0,0.0
HH_0042626,piazza dell'unita',1,1,0,0.0
HH_0042627,piazza dell'unita',1,1,1,12237.22
HH_0042628,piazza dell'unita',1,1,0,13154.01
HH_0042629,piazza dell'unita',1,1,1,0.0
HH_0042630,piazza dell'unita',1,1,1,0.0
HH_0042631,piazza dell'unita',1,1,0,14710.63
HH_0042632,piazza dell'unita',1,1,0,0.0
HH_0042633,piazza dell'unita',1,1,0,8092.51
HH_0042634,piazza dell'unita',1,1,1,0.0
HH_0042635,piazza dell'unita',1,1,0,12564.38
HH_0042636,piazza dell'unita',1,1,0,0.0
HH_0042637,piazza dell'unita',1,1,1,0.0
HH_0042638,piazza dell'unita',1,1,1,0.0
HH_0042639,piazza dell'unita',1,1,0,11176.18
HH_0042640,piazza dell'unita',1,1,0,0.0
HH_0042641,piazza dell'unita',1,1,1,0.0
HH_0042642,piazza dell'unita',1,1,1,0.0
HH_0042643,piazza dell'unita',1,1,0,0.0
HH_0042644,piazza dell'unita',1,1,0,7626.59
HH_0042645,piazza dell'unita',1,1,1,0.0
HH_0042646,piazza dell'unita',1,1,0,0.0
HH_0042647,piazza dell'unita',1,1,0,0.0
HH_0042648,piazza dell'unita',1,1,1,0.0
HH_0042649,piazza dell'unita',1,1,0,0.0
HH_0042650,piazza dell'unita',1,1,1,0.0
HH_0042651,piazza dell'unita',1,1,0,0.0
HH_0042652,piazza dell'unita',1,1,1,0.0
HH_0042653,piazza dell'unita',1,1,1,11221.34
HH_0042654,piazza dell'unita',1,1,0,0.0
HH_0042655,piazza dell'unita',1,1,0,13124.09
HH_0042656,piazza dell'unita',1,1,1,11438.04
HH_0042657,piazza dell'unita',1,1,1,0.0
HH_0042658,piazza dell'unita',1,1,0,14832.65
HH_0042659,piazza dell'unita',1,1,1,0.0
HH_0042660,piazza dell'unita',1,1,0,0.0
HH_0042661,piazza dell'unita',1,1,1,10734.42
HH_0042662,piazza dell'unita',1,1,0,0.0
HH_0042663,piazza dell'unita',1,1,1,12757.01
HH_0042664,piazza dell'unita',1,1,1,0.0
HH_0042665,piazza dell'unita',1,1,0,0.0
HH_0042666,piazza dell'unita',1,1,1,0.0
HH_0042667,piazza dell'unita',1,1,0,0.0
HH_0042668,piazza dell'unita',1,1,1,0.0
HH_0042669,piazza dell'unita',1,1,1,0.0
HH_0042670,piazza dell'unita',1,1,0,0.0
HH_0042671,piazza dell'unita',1,1,1,0.0
HH_0042672,piazza dell'unita',1,1,1,13836.31
HH_0042673,piazza dell'unita',1,1,1,0.0
HH_0042674,piazza dell'unita',1,1,1,0.0
HH_0042675,piazza dell'unita',1,1,1,12056.86
HH_0042676,piazza dell'unita',1,1,1,0.0
HH_0042677,piazza dell'unita',1,1,1,0.0
HH_0042678,piazza dell'unita',1,1,0,0.0
HH_0042679,piazza dell'unita',1,1,1,0.0
HH_0042680,piazza dell'unita',1,1,0,0.0
HH_0042681,piazza dell'unita',1,1,0,0.0
HH_0042682,piazza dell'unita',1,1,1,0.0
HH_0042683,piazza dell'unita',1,1,1,0.0
HH_0042684,piazza dell'unita',1,1,1,0.0
HH_0042685,piazza dell'unita',1,1,0,0.0
HH_0042686,piazza dell'unita',1,1,0,0.0
HH_0042687,piazza dell'unita',1,1,0,0.0
HH_0042688,piazza dell'unita',1,1,0,0.0
HH_0042689,piazza dell'unita',1,1,1,0.0
HH_0042690,piazza dell'unita',1,1,0,0.0
HH_0042691,piazza dell'unita',1,1,1,0.0
HH_0042692,piazza dell'unita',1,1,0,0.0
HH_0042693,piazza dell'unita',1,1,1,0.0
HH_0042694,piazza dell'unita',1,1,1,0.0
HH_0042695,piazza dell'unita',1,1,0,0.0
HH_0042696,piazza dell'unita',1,1,0,0.0
HH_0042697,piazza dell'unita',1,1,0,0.0
HH_0042698,piazza dell'unita',1,1,0,11805.9
HH_0042699,piazza dell'unita',1,1,0,2836.81
HH_0042700,piazza dell'unita',1,1,0,0.0
HH_0042701,piazza dell'unita',1,1,0,12142.58
HH_0042702,piazza dell'unita',1,1,1,0.0
HH_0042703,piazza dell'unita',1,1,0,9491.42
HH_0042704,piazza dell'unita',1,1,0,0.0
HH_0042705,piazza dell'unita',1,1,0,0.0
HH_0042706,piazza dell'unita',1,1,0,0.0
HH_0042707,piazza dell'unita',1,1,1,11954.34
HH_0042708,piazza dell'unita',1,1,0,0.0
HH_0042709,piazza dell'unita',1,1,1,0.0
HH_0042710,piazza dell'unita',1,1,1,11397.33
HH_0042711,piazza dell'unita',1,1,0,0.0
HH_0042712,piazza dell'unita',1,1,0,0.0
HH_0042713,piazza dell'unita',1,1,1,14221.35
HH_0042714,piazza dell'unita',1,1,0,17002.13
HH_0042715,piazza dell'unita',1,1,0,0.0
HH_0042716,piazza dell'unita',1,1,0,0.0
HH_0042717,piazza dell'unita',1,1,1,12903.71
HH_0042718,piazza dell'unita',1,1,1,0.0
HH_0042719,piazza dell'unita',1,1,0,0.0
HH_0042720,piazza dell'unita',1,1,0,12895.74
HH_0042721,piazza dell'unita',1,1,1,11514.28
HH_0042722,piazza dell'unita',1,1,0,0.0
HH_0042723,piazza dell'unita',1,1,0,0.0
HH_0042724,piazza dell'unita',1,1,0,0.0
HH_0042725,piazza dell'unita',1,1,0,14801.77
HH_0042726,piazza dell'unita',1,1,0,0.0
HH_0042727,piazza dell'unita',1,1,1,0.0
HH_0042728,piazza dell'unita',1,1,1,0.0
HH_0042729,piazza dell'unita',1,1,0,0.0
HH_0042730,piazza dell'unita',1,1,1,0.0
HH_0042731,piazza dell'unita',1,1,0,10835.57
HH_0042732,piazza dell'unita',1,1,1,0.0
HH_0042733,piazza dell'unita',1,1,0,0.0
HH_0042734,piazza dell'unita',1,1,1,10788.52
HH_0042735,piazza dell'unita',1,1,0,0.0
HH_0042736,piazza dell'unita',1,1,0,0.0
HH_0042737,piazza dell'unita',1,1,1,0.0
HH_0042738,piazza dell'unita',1,1,1,0.0
HH_0042739,piazza dell'unita',1,1,0,0.0
HH_0042740,piazza dell'unita',1,1,0,9970.71
HH_0042741,piazza dell'unita',1,1,0,12489.52
HH_0042742,piazza dell'unita',1,1,0,0.0
HH_0042743,piazza dell'unita',1,1,1,0.0
HH_0042744,piazza dell'unita',1,1,0,0.0
HH_0042745,piazza dell'unita',1,1,0,15513.79
HH_0042746,piazza dell'unita',1,1,1,0.0
HH_0042747,piazza dell'unita',1,1,0,0.0
HH_0042748,piazza dell'unita',1,1,0,0.0
HH_0042749,piazza dell'unita',1,1,0,0.0
HH_0042750,piazza dell'unita',1,1,1,0.0
HH_0042751,piazza dell'unita',1,1,1,0.0
HH_0042752,piazza dell'unita',1,1,0,4129.02
HH_0042753,piazza dell'unita',1,1,1,13498.27
HH_0042754,piazza dell'unita',1,1,0,0.0
HH_0042755,piazza dell'unita',1,1,1,0.0
HH_0042756,piazza dell'unita',1,1,0,0.0
HH_0042757,piazza dell'unita',1,1,1,0.0
HH_0042758,piazza dell'unita',1,1,0,0.0
HH_0042759,piazza dell'unita',1,1,1,0.0
HH_0042760,piazza dell'unita',1,1,1,0.0
HH_0042761,piazza dell'unita',1,1,0,0.0
HH_0042762,piazza dell'unita',1,1,0,0.0
HH_0042763,piazza dell'unita',1,1,0,13450.69
HH_0042764,piazza dell'unita',1,1,1,0.0
HH_0042765,piazza dell'unita',1,1,1,0.0
HH_0042766,piazza dell'unita',1,1,0,0.0
HH_0042767,piazza dell'unita',1,1,0,0.0
HH_0042768,piazza dell'unita',1,1,1,0.0
HH_0042769,piazza dell'unita',1,1,1,0.0
HH_0042770,piazza dell'unita',1,1,1,0.0
HH_0042771,piazza dell'unita',1,1,1,0.0
HH_0042772,piazza dell'unita',1,1,1,0.0
HH_0042773,piazza dell'unita',1,1,0,0.0
HH_0042774,piazza dell'unita',1,1,0,0.0
HH_0042775,piazza dell'unita',1,1,1,12705.58
HH_0042776,piazza dell'unita',1,1,0,11512.95
HH_0042777,piazza dell'unita',1,1,0,0.0
HH_0042778,piazza dell'unita',1,1,0,10961.57
