area_id,area_name,quartiere_name,zona_name,sex,age_group,citizenship,population
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,7
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,43
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,1
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,8
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,7
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,17
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,30
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,2
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,12
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,27
12,Caserme Rosse-Manifattura,Navile,Bolognina,Femmine,03-05,Italiana,16
12,Caserme Rosse-Manifattura,Navile,Bolognina,Maschi,03-05,Straniera,5
13,CNR,Navile,Bolognina,Femmine,35-44,Straniera,2
14,Arcoveggio,Navile,Bolognina,Femmine,45-54,Italiana,573
14,Arcoveggio,Navile,Bolognina,Maschi,02 e prima,Italiana,71
15,Via Ferrarese,Navile,Bolognina,Femmine,02 e prima,Italiana,81
15,Via Ferrarese,Navile,Bolognina,Femmine,15-24,Straniera,124
15,Via Ferrarese,Navile,Bolognina,Maschi,35-44,Italiana,768
16,Ex Mercato Ortofrutticolo,Navile,Bolognina,Femmine,25-34,Italiana,44
17,Piazza dell'Unita',Navile,Bolognina,Femmine,06-14,Italiana,279
17,Piazza dell'Unita',Navile,Bolognina,Femmine,15-24,Straniera,129
17,Piazza dell'Unita',Navile,Bolognina,Femmine,35-44,Straniera,266
17,Piazza dell'Unita',Navile,Bolognina,Femmine,45-54,Italiana,588
17,Piazza dell'Unita',Navile,Bolognina,Maschi,15-24,Straniera,172
18,San Savino,Navile,Corticella,Femmine,25-34,Straniera,39
18,San Savino,Navile,Corticella,Femmine,25-34,Italiana,189
19,Savena Abbandonato,Navile,Corticella,Femmine,15-24,Straniera,6
19,Savena Abbandonato,Navile,Corticella,Femmine,35-44,Italiana,49
20,Croce Coperta,Navile,Corticella,Femmine,03-05,Straniera,19
20,Croce Coperta,Navile,Corticella,Femmine,25-34,Straniera,39
21,Mulino del Gomito,Navile,Corticella,Maschi,35-44,Italiana,52
23,Laghetti del Rosario,Navile,Lame,Maschi,15-24,Straniera,3
23,Laghetti del Rosario,Navile,Lame,Maschi,25-34,Italiana,9
25,Tiro A Segno,Navile,Lame,Femmine,35-44,Straniera,1
26,Pescarola,Navile,Lame,Femmine,15-24,Italiana,174
26,Pescarola,Navile,Lame,Femmine,25-34,Straniera,31
26,Pescarola,Navile,Lame,Maschi,25-34,Italiana,81
27,Lazzaretto,Navile,Lame,Femmine,02 e prima,Italiana,11
28,Beverara,Navile,Lame,Femmine,03-05,Straniera,26
29,Marconi-2,Porto - Saragozza,Marconi,Femmine,02 e prima,Straniera,7
29,Marconi-2,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,83
29,Marconi-2,Porto - Saragozza,Marconi,Femmine,35-44,Italiana,788
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,35-44,Straniera,147
30,Marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Straniera,14
30,Marconi-1,Porto - Saragozza,Marconi,Femmine,45-54,Straniera,28
30,Marconi-1,Porto - Saragozza,Marconi,Maschi,02 e prima,Straniera,2
30,Marconi-1,Porto - Saragozza,Marconi,Maschi,45-54,Italiana,133
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Femmine,15-24,Italiana,24
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,40
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,15-24,Italiana,12
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,45-54,Straniera,1
32,Scalo Ravone,Porto - Saragozza,Saffi,Maschi,35-44,Straniera,2
33,Zanardi,Porto - Saragozza,Saffi,Femmine,15-24,Straniera,40
33,Zanardi,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,380
33,Zanardi,Porto - Saragozza,Saffi,Maschi,03-05,Italiana,78
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,35-44,Italiana,407
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Maschi,06-14,Straniera,33
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Femmine,45-54,Straniera,128
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,02 e prima,Italiana,42
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,25-34,Straniera,58
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,35-44,Italiana,210
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,45-54,Italiana,302
36,Villaggio della Barca,Borgo Panigale - Reno,Barca,Maschi,45-54,Straniera,100
51,San Michele in Bosco,Santo Stefano,Colli,Femmine,25-34,Straniera,8
52,Paderno,Santo Stefano,Colli,Femmine,15-24,Straniera,9
53,Galvani-1,Santo Stefano,Galvani,Femmine,25-34,Italiana,51
53,Galvani-1,Santo Stefano,Galvani,Femmine,35-44,Straniera,29
54,Galvani-2,Santo Stefano,Galvani,Maschi,55-64,Straniera,55
56,Mezzofanti,Santo Stefano,Murri,Femmine,06-14,Straniera,23
57,Siepelunga,Santo Stefano,Murri,Femmine,45-54,Straniera,51
57,Siepelunga,Santo Stefano,Murri,Maschi,45-54,Straniera,21
58,Dagnini,Santo Stefano,Murri,Maschi,03-05,Italiana,100
59,Chiesanuova,Santo Stefano,Murri,Femmine,02 e prima,Italiana,71
59,Chiesanuova,Santo Stefano,Murri,Femmine,25-34,Straniera,32
59,Chiesanuova,Santo Stefano,Murri,Maschi,45-54,Straniera,63
61,Irnerio-2,Santo Stefano,Irnerio,Femmine,15-24,Italiana,339
61,Irnerio-2,Santo Stefano,Irnerio,Femmine,45-54,Straniera,112
62,Cirenaica,San Donato - San Vitale,San Vitale,Femmine,02 e prima,Straniera,10
62,Cirenaica,San Donato - San Vitale,San Vitale,Femmine,35-44,Straniera,124
63,Scandellara,San Donato - San Vitale,San Vitale,Maschi,35-44,Straniera,6
63,Scandellara,San Donato - San Vitale,San Vitale,Maschi,65 e oltre,Straniera,2
64,Via Larga,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,66
64,Via Larga,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,34
64,Via Larga,San Donato - San Vitale,San Vitale,Maschi,55-64,Straniera,6
65,Roveri,San Donato - San Vitale,San Vitale,Femmine,06-14,Italiana,19
65,Roveri,San Donato - San Vitale,San Vitale,Femmine,65 e oltre,Italiana,77
65,Roveri,San Donato - San Vitale,San Vitale,Maschi,15-24,Italiana,32
66,Ospedale Sant'Orsola,San Donato - San Vitale,San Vitale,Femmine,45-54,Straniera,1
67,Mengoli,San Donato - San Vitale,San Vitale,Femmine,45-54,Straniera,122
67,Mengoli,San Donato - San Vitale,San Vitale,Maschi,45-54,Italiana,564
68,Guelfa,San Donato - San Vitale,San Vitale,Femmine,03-05,Italiana,52
68,Guelfa,San Donato - San Vitale,San Vitale,Femmine,15-24,Straniera,37
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Maschi,02 e prima,Straniera,12
69,Croce del Biacco,San Donato - San Vitale,San Vitale,Maschi,55-64,Straniera,32
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Femmine,25-34,Italiana,5
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Femmine,25-34,Straniera,1
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Maschi,25-34,Straniera,1
70,Stradelli Guelfi,San Donato - San Vitale,San Vitale,Maschi,25-34,Italiana,10
71,Stadio-Meloncello,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,22
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Femmine,03-05,Straniera,16
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,321
72,XXI Aprile,Porto - Saragozza,Costa Saragozza,Femmine,35-44,Italiana,774
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Italiana,470
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Femmine,55-64,Straniera,57
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,06-14,Italiana,187
73,San Giuseppe,Porto - Saragozza,Costa Saragozza,Maschi,25-34,Straniera,24
74,Ravone,Porto - Saragozza,Costa Saragozza,Femmine,15-24,Straniera,3
74,Ravone,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,30
76,San Luca,Porto - Saragozza,Costa Saragozza,Femmine,25-34,Italiana,16
76,San Luca,Porto - Saragozza,Costa Saragozza,Femmine,65 e oltre,Italiana,72
76,San Luca,Porto - Saragozza,Costa Saragozza,Maschi,15-24,Straniera,1
76,San Luca,Porto - Saragozza,Costa Saragozza,Maschi,35-44,Italiana,25
77,Malpighi-2,Porto - Saragozza,Malpighi,Femmine,03-05,Italiana,69
77,Malpighi-2,Porto - Saragozza,Malpighi,Maschi,02 e prima,Italiana,68
77,Malpighi-2,Porto - Saragozza,Malpighi,Maschi,15-24,Straniera,59
78,Malpighi-1,Porto - Saragozza,Malpighi,Femmine,02 e prima,Straniera,1
78,Malpighi-1,Porto - Saragozza,Malpighi,Femmine,25-34,Italiana,52
78,Malpighi-1,Porto - Saragozza,Malpighi,Femmine,25-34,Straniera,16
78,Malpighi-1,Porto - Saragozza,Malpighi,Maschi,06-14,Straniera,9
78,Malpighi-1,Porto - Saragozza,Malpighi,Maschi,25-34,Straniera,21
78,Malpighi-1,Porto - Saragozza,Malpighi,Maschi,65 e oltre,Straniera,10
79,Fossolo,Savena,Mazzini,Femmine,25-34,Straniera,30
79,Fossolo,Savena,Mazzini,Femmine,35-44,Italiana,410
79,Fossolo,Savena,Mazzini,Maschi,03-05,Italiana,67
79,Fossolo,Savena,Mazzini,Maschi,35-44,Straniera,49
80,Due Madonne,Savena,Mazzini,Femmine,03-05,Straniera,5
80,Due Madonne,Savena,Mazzini,Femmine,15-24,Italiana,123
80,Due Madonne,Savena,Mazzini,Maschi,65 e oltre,Italiana,334
81,Lungo Savena,Savena,Mazzini,Femmine,02 e prima,Straniera,1
81,Lungo Savena,Savena,Mazzini,Maschi,03-05,Straniera,2
81,Lungo Savena,Savena,Mazzini,Maschi,35-44,Straniera,5
81,Lungo Savena,Savena,Mazzini,Maschi,45-54,Italiana,6
82,Pontevecchio,Savena,Mazzini,Femmine,25-34,Straniera,34
82,Pontevecchio,Savena,Mazzini,Femmine,25-34,Straniera,58
82,Pontevecchio,Savena,Mazzini,Femmine,35-44,Straniera,111
82,Pontevecchio,Savena,Mazzini,Femmine,45-54,Italiana,320
82,Pontevecchio,Savena,Mazzini,Maschi,25-34,Italiana,179
82,Pontevecchio,Savena,Mazzini,Maschi,25-34,Straniera,65
82,Pontevecchio,Savena,Mazzini,Maschi,45-54,Straniera,96
83,Bitone,Savena,Mazzini,Femmine,06-14,Straniera,91
83,Bitone,Savena,Mazzini,Femmine,25-34,Straniera,110
83,Bitone,Savena,Mazzini,Femmine,65 e oltre,Straniera,98
83,Bitone,Savena,Mazzini,Maschi,02 e prima,Straniera,25
83,Bitone,Savena,Mazzini,Maschi,15-24,Straniera,78
84,Cavedone,Savena,Mazzini,Femmine,03-05,Italiana,33
84,Cavedone,Savena,Mazzini,Femmine,25-34,Italiana,74
84,Cavedone,Savena,Mazzini,Maschi,03-05,Italiana,40
84,Cavedone,Savena,Mazzini,Maschi,25-34,Straniera,14
84,Cavedone,Savena,Mazzini,Maschi,35-44,Straniera,37
85,Via Arno,Savena,Mazzini,Femmine,06-14,Straniera,23
85,Via Arno,Savena,Mazzini,Maschi,06-14,Straniera,21
86,Ospedale Bellaria,Savena,Mazzini,Femmine,45-54,Italiana,4
86,Ospedale Bellaria,Savena,Mazzini,Femmine,55-64,Italiana,8
86,Ospedale Bellaria,Savena,Mazzini,Maschi,15-24,Italiana,4
86,Ospedale Bellaria,Savena,Mazzini,Maschi,65 e oltre,Italiana,15
87,Monte Donato,Savena,San Ruffillo,Femmine,35-44,Italiana,72
87,Monte Donato,Savena,San Ruffillo,Femmine,35-44,Straniera,13
87,Monte Donato,Savena,San Ruffillo,Femmine,45-54,Straniera,11
87,Monte Donato,Savena,San Ruffillo,Maschi,25-34,Straniera,5
88,Via Toscana,Savena,San Ruffillo,Femmine,02 e prima,Italiana,79
88,Via Toscana,Savena,San Ruffillo,Femmine,35-44,Italiana,555
88,Via Toscana,Savena,San Ruffillo,Femmine,45-54,Straniera,132
88,Via Toscana,Savena,San Ruffillo,Maschi,15-24,Straniera,63
89,Corelli,Savena,San Ruffillo,Femmine,02 e prima,Italiana,63
89,Corelli,Savena,San Ruffillo,Femmine,15-24,Straniera,67
89,Corelli,Savena,San Ruffillo,Femmine,55-64,Straniera,99
89,Corelli,Savena,San Ruffillo,Maschi,25-34,Italiana,135
89,Corelli,Savena,San Ruffillo,Maschi,45-54,Straniera,104
90,Ponte Savena-La Bastia,Savena,San Ruffillo,Femmine,02 e prima,Straniera,3
90,Ponte Savena-La Bastia,Savena,San Ruffillo,Maschi,03-05,Italiana,13
90,Ponte Savena-La Bastia,Savena,San Ruffillo,Maschi,65 e oltre,Italiana,145
99,non indicata,Senza fissa dimora,Senza fissa dimora,Femmine,06-14,Italiana,1
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Straniera,5
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Straniera,2
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,12
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,6
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,51
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,5
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,14
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,4
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,13
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,117
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,250
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,126
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,79
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,208
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Italiana,477
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Maschi,65 e oltre,Straniera,14
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,47
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Italiana,325
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,65 e oltre,Italiana,686
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Italiana,42
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,174
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Straniera,43
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,22
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,06-14,Italiana,52
10,Rigosa,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,19
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Italiana,359
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,4
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Straniera,44
11,Casteldebole,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,17
12,Caserme Rosse-Manifattura,Navile,Bolognina,Femmine,25-34,Straniera,21
12,Caserme Rosse-Manifattura,Navile,Bolognina,Maschi,15-24,Straniera,23
14,Arcoveggio,Navile,Bolognina,Maschi,35-44,Straniera,261
15,Via Ferrarese,Navile,Bolognina,Maschi,45-54,Italiana,734
16,Ex Mercato Ortofrutticolo,Navile,Bolognina,Femmine,55-64,Italiana,50
16,Ex Mercato Ortofrutticolo,Navile,Bolognina,Maschi,45-54,Straniera,6
17,Piazza dell'Unita',Navile,Bolognina,Femmine,25-34,Straniera,88
17,Piazza dell'Unita',Navile,Bolognina,Maschi,06-14,Straniera,137
17,Piazza dell'Unita',Navile,Bolognina,Maschi,45-54,Italiana,656
18,San Savino,Navile,Corticella,Femmine,65 e oltre,Italiana,1425
19,Savena Abbandonato,Navile,Corticella,Femmine,25-34,Straniera,2
19,Savena Abbandonato,Navile,Corticella,Maschi,35-44,Straniera,28
20,Croce Coperta,Navile,Corticella,Femmine,06-14,Straniera,49
20,Croce Coperta,Navile,Corticella,Maschi,25-34,Italiana,121
20,Croce Coperta,Navile,Corticella,Maschi,45-54,Straniera,104
21,Mulino del Gomito,Navile,Corticella,Femmine,15-24,Straniera,4
21,Mulino del Gomito,Navile,Corticella,Femmine,45-54,Italiana,24
21,Mulino del Gomito,Navile,Corticella,Maschi,02 e prima,Straniera,3
22,La Dozza,Navile,Corticella,Femmine,06-14,Straniera,5
22,La Dozza,Navile,Corticella,Femmine,35-44,Italiana,52
22,La Dozza,Navile,Corticella,Maschi,15-24,Italiana,76
23,Laghetti del Rosario,Navile,Lame,Femmine,25-34,Straniera,1
23,Laghetti del Rosario,Navile,Lame,Maschi,02 e prima,Italiana,4
23,Laghetti del Rosario,Navile,Lame,Maschi,25-34,Straniera,3
23,Laghetti del Rosario,Navile,Lame,Maschi,45-54,Italiana,42
23,Laghetti del Rosario,Navile,Lame,Maschi,45-54,Straniera,6
24,La Noce,Navile,Lame,Femmine,25-34,Straniera,7
24,La Noce,Navile,Lame,Maschi,02 e prima,Straniera,3
25,Tiro A Segno,Navile,Lame,Femmine,02 e prima,Italiana,1
25,Tiro A Segno,Navile,Lame,Maschi,25-34,Italiana,6
26,Pescarola,Navile,Lame,Femmine,25-34,Straniera,20
26,Pescarola,Navile,Lame,Femmine,45-54,Straniera,75
26,Pescarola,Navile,Lame,Femmine,55-64,Straniera,51
26,Pescarola,Navile,Lame,Maschi,02 e prima,Italiana,26
26,Pescarola,Navile,Lame,Maschi,06-14,Straniera,31
26,Pescarola,Navile,Lame,Maschi,35-44,Italiana,193
26,Pescarola,Navile,Lame,Maschi,35-44,Straniera,57
27,Lazzaretto,Navile,Lame,Femmine,02 e prima,Straniera,2
27,Lazzaretto,Navile,Lame,Femmine,15-24,Straniera,5
27,Lazzaretto,Navile,Lame,Femmine,45-54,Italiana,51
27,Lazzaretto,Navile,Lame,Maschi,02 e prima,Italiana,12
27,Lazzaretto,Navile,Lame,Maschi,06-14,Italiana,28
28,Beverara,Navile,Lame,Femmine,03-05,Italiana,50
28,Beverara,Navile,Lame,Femmine,06-14,Straniera,75
28,Beverara,Navile,Lame,Maschi,15-24,Straniera,64
28,Beverara,Navile,Lame,Maschi,25-34,Italiana,144
28,Beverara,Navile,Lame,Maschi,25-34,Straniera,50
28,Beverara,Navile,Lame,Maschi,45-54,Italiana,426
28,Beverara,Navile,Lame,Maschi,45-54,Straniera,91
29,Marconi-2,Porto - Saragozza,Marconi,Femmine,25-34,Italiana,454
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,03-05,Italiana,103
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,06-14,Italiana,339
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,15-24,Italiana,412
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,45-54,Straniera,100
29,Marconi-2,Porto - Saragozza,Marconi,Maschi,55-64,Straniera,58
30,Marconi-1,Porto - Saragozza,Marconi,Femmine,25-34,Italiana,88
30,Marconi-1,Porto - Saragozza,Marconi,Maschi,25-34,Italiana,81
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,31
31,Prati di Caprara-Ospedale Maggiore,Porto - Saragozza,Saffi,Maschi,45-54,Italiana,22
32,Scalo Ravone,Porto - Saragozza,Saffi,Femmine,45-54,Italiana,2
33,Zanardi,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,59
33,Zanardi,Porto - Saragozza,Saffi,Femmine,25-34,Straniera,50
33,Zanardi,Porto - Saragozza,Saffi,Femmine,55-64,Straniera,92
33,Zanardi,Porto - Saragozza,Saffi,Maschi,02 e prima,Straniera,11
34,Velodromo,Porto - Saragozza,Saffi,Maschi,02 e prima,Italiana,56
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,02 e prima,Straniera,5
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,03-05,Straniera,5
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,55-64,Italiana,308
35,Via Vittorio Veneto,Porto - Saragozza,Saffi,Femmine,65 e oltre,Straniera,54
37,Battindarno,Borgo Panigale - Reno,Barca,Femmine,35-44,Italiana,392
38,Canale di Reno,Borgo Panigale - Reno,Barca,Femmine,65 e oltre,Italiana,1039
38,Canale di Reno,Borgo Panigale - Reno,Barca,Maschi,25-34,Straniera,26
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Straniera,17
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,25-34,Straniera,35
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,45-54,Italiana,274
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Femmine,55-64,Straniera,75
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,25-34,Italiana,105
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,35-44,Straniera,80
39,Agucchi,Borgo Panigale - Reno,Santa Viola,Maschi,65 e oltre,Straniera,12
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,02 e prima,Straniera,19
40,Emilia Ponente,Borgo Panigale - Reno,Santa Viola,Femmine,55-64,Straniera,75
41,Cadriano-Calamosco,San Donato - San Vitale,San Donato,Maschi,65 e oltre,Italiana,81
42,Fiera,San Donato - San Vitale,San Donato,Femmine,03-05,Italiana,1
42,Fiera,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,1
43,San Donnino,San Donato - San Vitale,San Donato,Femmine,02 e prima,Italiana,22
44,Pilastro,San Donato - San Vitale,San Donato,Maschi,03-05,Italiana,46
45,CAAB,San Donato - San Vitale,San Donato,Femmine,02 e prima,Italiana,5
48,Michelino,San Donato - San Vitale,San Donato,Maschi,25-34,Straniera,49
49,Via Mondo,San Donato - San Vitale,San Donato,Maschi,02 e prima,Straniera,18
49,Via Mondo,San Donato - San Vitale,San Donato,Maschi,45-54,Straniera,111
49,Via Mondo,San Donato - San Vitale,San Donato,Maschi,55-64,Straniera,48
52,Paderno,Santo Stefano,Colli,Femmine,35-44,Italiana,60
52,Paderno,Santo Stefano,Colli,Femmine,45-54,Straniera,32
52,Paderno,Santo Stefano,Colli,Maschi,35-44,Straniera,30
53,Galvani-1,Santo Stefano,Galvani,Maschi,25-34,Straniera,5
54,Galvani-2,Santo Stefano,Galvani,Femmine,25-34,Straniera,74
54,Galvani-2,Santo Stefano,Galvani,Maschi,35-44,Straniera,140
55,Giardini Margherita,Santo Stefano,Murri,Maschi,55-64,Straniera,1
56,Mezzofanti,Santo Stefano,Murri,Femmine,15-24,Italiana,349
56,Mezzofanti,Santo Stefano,Murri,Femmine,15-24,Straniera,22
56,Mezzofanti,Santo Stefano,Murri,Maschi,35-44,Straniera,58
58,Dagnini,Santo Stefano,Murri,Femmine,02 e prima,Straniera,12
58,Dagnini,Santo Stefano,Murri,Femmine,06-14,Italiana,297
59,Chiesanuova,Santo Stefano,Murri,Femmine,03-05,Italiana,94
59,Chiesanuova,Santo Stefano,Murri,Femmine,03-05,Straniera,7
59,Chiesanuova,Santo Stefano,Murri,Maschi,35-44,Italiana,482
59,Chiesanuova,Santo Stefano,Murri,Maschi,55-64,Straniera,29
60,Irnerio-1,Santo Stefano,Irnerio,Maschi,06-14,Straniera,5
62,Cirenaica,San Donato - San Vitale,San Vitale,Femmine,25-34,Straniera,67
63,Scandellara,San Donato - San Vitale,San Vitale,Femmine,55-64,Straniera,10
99,non indicata,Senza fissa dimora,Senza fissa dimora,Maschi,03-05,Italiana,1
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Italiana,9
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,35-44,Straniera,10
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,10
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,02 e prima,Straniera,1
1,Lavino di Mezzo,Borgo Panigale - Reno,Borgo Panigale,Maschi,03-05,Straniera,2
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,2
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Straniera,4
2,Via del Vivaio,Borgo Panigale - Reno,Borgo Panigale,Maschi,55-64,Straniera,3
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,1
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Italiana,1
3,Bargellino,Borgo Panigale - Reno,Borgo Panigale,Maschi,65 e oltre,Italiana,8
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,02 e prima,Italiana,2
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Italiana,11
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,25-34,Straniera,3
4,Aeroporto,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,6
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,45-54,Straniera,40
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,17
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,15-24,Italiana,65
5,La Birra,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Italiana,110
6,Lungo Reno,Borgo Panigale - Reno,Borgo Panigale,Maschi,45-54,Italiana,2
7,Ducati-Villaggio Ina,Borgo Panigale - Reno,Borgo Panigale,Femmine,06-14,Straniera,17
7,Ducati-Villaggio Ina,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,92
7,Ducati-Villaggio Ina,Borgo Panigale - Reno,Borgo Panigale,Maschi,35-44,Straniera,41
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,25-34,Straniera,104
8,Borgo Centro,Borgo Panigale - Reno,Borgo Panigale,Femmine,55-64,Straniera,100
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,03-05,Straniera,21
9,Triumvirato-Pietra,Borgo Panigale - Reno,Borgo Panigale,Femmine,15-24,Italiana,138
