year,area_name,quartiere_name,zona_name,census_section,n_local_units,n_workers_private,n_workers_public,n_students
2019,MALPIGHI-2,Porto - Saragozza,Malpighi,1975,88,164,0,48
2018,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,828,3,4,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,932,9,9,0,0
2018,FIERA,San Donato - San Vitale,San Donato,959,6,40,0,0
2018,SAN DONNINO,San Donato - San Vitale,San Donato,966,7,13,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,978,8,9,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,995,47,155,0,0
2018,MICHELINO,San Donato - San Vitale,San Donato,1034,11,17,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1044,9,23,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1066,9,9,0,0
2018,SCALO MERCI SAN DONATO,San Donato - San Vitale,San Donato,1088,2,34,0,0
2018,PILASTRO,San Donato - San Vitale,San Donato,1096,1,45,0,0
2018,PILASTRO,San Donato - San Vitale,San Donato,1101,16,91,0,0
2018,OSSERVANZA,Santo Stefano,Colli,1140,6,8,0,0
2018,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1169,5,6,0,0
2018,GALVANI-1,Santo Stefano,Galvani,1223,31,74,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1238,39,69,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1240,25,38,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1245,65,125,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1281,22,36,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1301,16,33,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1318,31,60,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1341,23,24,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1342,10,10,0,0
2018,DAGNINI,Santo Stefano,Murri,1370,28,40,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1389,14,56,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1401,28,37,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1404,2,10,0,0
2018,CHIESANUOVA,Santo Stefano,Murri,1440,22,39,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1458,1,1,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1463,47,60,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1468,65,527,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1483,41,65,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1489,4,5,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1490,24,40,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1497,49,300,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1526,63,139,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1528,25,83,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1535,20,43,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1541,7,11,0,0
2018,OSPEDALE SANT'ORSOLA,San Donato - San Vitale,S. Vitale,1568,5,8,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1569,25,83,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1570,18,36,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1598,3,6,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1599,3,5,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1602,4,18,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1605,17,188,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1635,15,15,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1641,7,8,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1649,13,12,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1655,16,19,0,0
2018,SCANDELLARA,San Donato - San Vitale,S. Vitale,1664,5,5,0,0
2018,VIA LARGA,San Donato - San Vitale,S. Vitale,1667,1,115,0,0
2018,ROVERI,San Donato - San Vitale,S. Vitale,1669,5,20,0,0
2018,ROVERI,San Donato - San Vitale,S. Vitale,1707,2,52,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1722,35,44,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1728,24,45,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1729,12,12,0,0
2018,ROVERI,San Donato - San Vitale,S. Vitale,1741,63,693,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1743,8,10,0,0
2018,CROCE DEL BIACCO,San Donato - San Vitale,S. Vitale,1753,4,6,0,0
2018,CROCE DEL BIACCO,San Donato - San Vitale,S. Vitale,1757,8,10,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1776,23,54,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1791,19,41,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1800,22,30,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1805,25,37,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1846,29,44,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1849,48,75,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1852,48,62,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1868,45,89,0,0
2018,STADIO-MELONCELLO,Porto - Saragozza,Costa Saragozza,1877,47,90,0,0
2018,STADIO-MELONCELLO,Porto - Saragozza,Costa Saragozza,1878,8,23,0,0
2018,RAVONE,Porto - Saragozza,Costa Saragozza,1887,14,17,0,0
2018,MALPIGHI-2,Porto - Saragozza,Malpighi,1944,34,77,0,0
2018,MALPIGHI-2,Porto - Saragozza,Malpighi,1989,22,25,0,0
2018,MALPIGHI-2,Porto - Saragozza,Malpighi,1990,15,22,0,0
2018,PONTEVECCHIO,Savena,Mazzini,2020,47,85,0,0
2018,DUE MADONNE,Savena,Mazzini,2044,2,3,0,0
2018,BITONE,Savena,Mazzini,2077,1,2,0,0
2018,BITONE,Savena,Mazzini,2097,14,27,0,0
2018,BITONE,Savena,Mazzini,2100,20,31,0,0
2018,VIA ARNO,Savena,Mazzini,2130,6,20,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2178,3,5,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2191,1,2,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2195,12,13,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2219,7,12,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2243,8,44,0,0
2018,CORELLI,Savena,S. Ruffillo,2245,5,6,0,0
2018,CORELLI,Savena,S. Ruffillo,2270,8,20,0,0
2018,MONTE DONATO,Savena,S. Ruffillo,2291,4,4,0,0
2018,MONTE DONATO,Savena,S. Ruffillo,2309,1,2,0,0
2018,PONTE SAVENA-LA BASTIA,Savena,S. Ruffillo,2315,5,5,0,0
2019,VIA DEL VIVAIO,Borgo Panigale - Reno,Borgo Panigale,10,3,10,0,0
2019,AEROPORTO,Borgo Panigale - Reno,Borgo Panigale,42,3,4,0,0
2018,LAVINO DI MEZZO,Borgo Panigale - Reno,Borgo Panigale,13,39,90,0,0
2018,AEROPORTO,Borgo Panigale - Reno,Borgo Panigale,30,3,2,0,0
2018,BARGELLINO,Borgo Panigale - Reno,Borgo Panigale,41,12,104,0,0
2018,AEROPORTO,Borgo Panigale - Reno,Borgo Panigale,43,3,2,0,0
2018,VIA DEL VIVAIO,Borgo Panigale - Reno,Borgo Panigale,54,1,2,0,0
2018,LA BIRRA,Borgo Panigale - Reno,Borgo Panigale,66,1,2,0,0
2018,DUCATI-VILLAGGIO INA,Borgo Panigale - Reno,Borgo Panigale,72,2,33,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,95,5,7,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,97,12,13,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,104,10,13,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,130,2,38,0,0
2018,DUCATI-VILLAGGIO INA,Borgo Panigale - Reno,Borgo Panigale,137,59,1834,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,138,14,218,0,0
2018,BORGO CENTRO,Borgo Panigale - Reno,Borgo Panigale,140,56,92,0,0
2018,CASTELDEBOLE,Borgo Panigale - Reno,Borgo Panigale,168,2,4,0,0
2018,CASTELDEBOLE,Borgo Panigale - Reno,Borgo Panigale,180,5,4,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,186,6,9,0,0
2018,RIGOSA,Borgo Panigale - Reno,Borgo Panigale,190,1,12,0,0
2018,CASTELDEBOLE,Borgo Panigale - Reno,Borgo Panigale,196,8,14,0,0
2018,CASERME ROSSE-MANIFATTURA,Navile,Bolognina,209,2,5,0,0
2018,CASERME ROSSE-MANIFATTURA,Navile,Bolognina,210,9,36,0,0
2018,CASERME ROSSE-MANIFATTURA,Navile,Bolognina,211,9,26,0,0
2018,CASERME ROSSE-MANIFATTURA,Navile,Bolognina,216,3,17,0,0
2018,CASERME ROSSE-MANIFATTURA,Navile,Bolognina,217,1,0,0,0
2018,CNR,Navile,Bolognina,224,7,38,0,0
2018,ARCOVEGGIO,Navile,Bolognina,229,18,261,0,0
2018,ARCOVEGGIO,Navile,Bolognina,233,7,7,0,0
2018,ARCOVEGGIO,Navile,Bolognina,236,5,6,0,0
2018,ARCOVEGGIO,Navile,Bolognina,237,5,5,0,0
2018,ARCOVEGGIO,Navile,Bolognina,258,16,28,0,0
2018,ARCOVEGGIO,Navile,Bolognina,262,23,63,0,0
2018,ARCOVEGGIO,Navile,Bolognina,263,29,112,0,0
2018,ARCOVEGGIO,Navile,Bolognina,270,22,27,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,276,18,29,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,289,21,71,0,0
2018,EX MERCATO ORTOFRUTTICOLO,Navile,Bolognina,298,30,52,0,0
2018,VIA FERRARESE,Navile,Bolognina,302,10,100,0,0
2018,VIA FERRARESE,Navile,Bolognina,304,11,48,0,0
2018,VIA FERRARESE,Navile,Bolognina,307,17,42,0,0
2018,VIA FERRARESE,Navile,Bolognina,335,45,1781,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,355,19,40,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,361,3,9,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,362,8,12,0,0
2018,PIAZZA DELL'UNITA',Navile,Bolognina,368,2,9,0,0
2018,SAN SAVINO,Navile,Corticella,379,12,20,0,0
2018,SAN SAVINO,Navile,Corticella,385,1,1,0,0
2018,SAN SAVINO,Navile,Corticella,402,21,48,0,0
2018,SAN SAVINO,Navile,Corticella,406,4,13,0,0
2018,SAN SAVINO,Navile,Corticella,413,33,50,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,419,4,2,0,0
2018,CROCE COPERTA,Navile,Corticella,455,23,210,0,0
2018,CROCE COPERTA,Navile,Corticella,468,20,36,0,0
2018,LA DOZZA,Navile,Corticella,482,1,2,0,0
2018,SAVENA ABBANDONATO,Navile,Corticella,490,1,1,0,0
2018,PESCAROLA,Navile,Lame,536,6,9,0,0
2018,BEVERARA,Navile,Lame,572,10,11,0,0
2018,LAZZARETTO,Navile,Lame,586,6,16,0,0
2018,LAZZARETTO,Navile,Lame,587,14,77,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,625,6,13,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,662,98,198,0,0
2018,MARCONI-2,Porto - Saragozza,Marconi,670,19,387,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,678,1,8,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,683,63,114,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,684,115,327,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,690,38,103,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,691,79,139,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,694,137,486,0,0
2018,MARCONI-1,Porto - Saragozza,Marconi,695,33,63,0,0
2018,ZANARDI,Porto - Saragozza,Saffi,705,12,12,0,0
2018,ZANARDI,Porto - Saragozza,Saffi,730,10,20,0,0
2018,ZANARDI,Porto - Saragozza,Saffi,731,20,26,0,0
2018,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,768,9,14,0,0
2018,VIA VITTORIO VENETO,Porto - Saragozza,Saffi,774,21,36,0,0
2018,BATTINDARNO,Borgo Panigale - Reno,Barca,804,18,24,0,0
2018,BATTINDARNO,Borgo Panigale - Reno,Barca,812,12,17,0,0
2018,BATTINDARNO,Borgo Panigale - Reno,Barca,814,18,30,0,0
2018,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,820,11,12,0,0
2018,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,825,3,3,0,0
2018,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,838,3,7,0,0
2018,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,854,9,10,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,858,34,137,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,863,15,21,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,881,12,23,0,0
2018,CANALE DI RENO,Borgo Panigale - Reno,Barca,882,1,17,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,893,1,1,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,896,5,5,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,898,5,5,0,0
2018,AGUCCHI,Borgo Panigale - Reno,S. Viola,905,33,54,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,910,41,97,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,911,32,47,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,913,22,50,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,919,32,59,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,926,1,1,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,930,25,49,0,0
2018,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,931,34,47,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,936,1,2,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,938,4,4,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,939,9,971,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,945,5,4,0,0
2018,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,956,5,13,0,0
2018,FIERA,San Donato - San Vitale,San Donato,960,21,59,0,0
2018,FIERA,San Donato - San Vitale,San Donato,962,22,214,0,0
2018,SAN DONNINO,San Donato - San Vitale,San Donato,970,6,13,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,997,31,67,0,0
2018,VIA DEL LAVORO,San Donato - San Vitale,San Donato,1004,26,46,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1056,21,39,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1057,5,11,0,0
2018,VIA MONDO,San Donato - San Vitale,San Donato,1059,1,1,0,0
2018,SAN DONNINO,San Donato - San Vitale,San Donato,1084,2,7,0,0
2018,PILASTRO,San Donato - San Vitale,San Donato,1093,7,9,0,0
2018,PILASTRO,San Donato - San Vitale,San Donato,1095,1,3,0,0
2018,PILASTRO,San Donato - San Vitale,San Donato,1106,5,8,0,0
2018,CAAB,San Donato - San Vitale,San Donato,1112,1,178,0,0
2018,CAAB,San Donato - San Vitale,San Donato,1115,10,77,0,0
2018,OSSERVANZA,Santo Stefano,Colli,1147,12,16,0,0
2018,SAN MICHELE IN BOSCO,Santo Stefano,Colli,1164,9,76,0,0
2018,PADERNO,Santo Stefano,Colli,1191,1,1,0,0
2018,GALVANI-1,Santo Stefano,Galvani,1211,51,207,0,0
2018,GALVANI-1,Santo Stefano,Galvani,1222,144,325,0,0
2018,GALVANI-1,Santo Stefano,Galvani,1228,45,125,0,0
2018,GALVANI-1,Santo Stefano,Galvani,1231,64,96,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1241,15,19,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1248,32,59,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1251,32,74,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1284,38,53,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1290,24,144,0,0
2018,GALVANI-2,Santo Stefano,Galvani,1296,44,98,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1303,63,87,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1319,48,84,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1324,14,15,0,0
2018,DAGNINI,Santo Stefano,Murri,1326,9,9,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1338,75,155,0,0
2018,MEZZOFANTI,Santo Stefano,Murri,1345,14,16,0,0
2018,DAGNINI,Santo Stefano,Murri,1350,61,146,0,0
2018,DAGNINI,Santo Stefano,Murri,1352,1,2,0,0
2018,DAGNINI,Santo Stefano,Murri,1364,18,27,0,0
2018,DAGNINI,Santo Stefano,Murri,1375,44,63,0,0
2018,DAGNINI,Santo Stefano,Murri,1376,3,5,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1382,10,20,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1383,15,16,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1390,47,54,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1393,11,10,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1396,1,1,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1403,44,79,0,0
2018,SIEPELUNGA,Santo Stefano,Murri,1406,12,12,0,0
2018,CHIESANUOVA,Santo Stefano,Murri,1410,7,7,0,0
2018,CHIESANUOVA,Santo Stefano,Murri,1429,15,41,0,0
2018,CHIESANUOVA,Santo Stefano,Murri,1442,9,15,0,0
2018,CHIESANUOVA,Santo Stefano,Murri,1446,24,92,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1452,9,27,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1453,14,132,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1470,39,106,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1475,16,46,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1481,40,61,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1487,19,56,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1521,9,19,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1537,12,26,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1539,2,3,0,0
2018,IRNERIO-1,Santo Stefano,Irnerio,1546,30,53,0,0
2018,IRNERIO-2,Santo Stefano,Irnerio,1548,39,84,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1560,35,132,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1561,66,212,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1563,25,97,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1577,2,7,0,0
2018,CIRENAICA,San Donato - San Vitale,S. Vitale,1603,39,161,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1611,52,128,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1613,18,24,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1618,20,26,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1623,1,4,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1631,17,25,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1637,38,68,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1639,12,12,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1640,10,22,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1654,17,22,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1659,2,2,0,0
2018,MENGOLI,San Donato - San Vitale,S. Vitale,1662,15,144,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1727,6,8,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1745,90,173,0,0
2018,STRADELLI GUELFI,San Donato - San Vitale,S. Vitale,1763,9,37,0,0
2018,GUELFA,San Donato - San Vitale,S. Vitale,1769,40,202,0,0
2018,XXI APRILE,Porto - Saragozza,Costa Saragozza,1790,5,6,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1871,24,44,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1875,34,57,0,0
2018,RAVONE,Porto - Saragozza,Costa Saragozza,1891,7,8,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1899,38,40,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1906,21,26,0,0
2018,SAN GIUSEPPE,Porto - Saragozza,Costa Saragozza,1907,20,20,0,0
2018,SAN LUCA,Porto - Saragozza,Costa Saragozza,1925,4,4,0,0
2018,MALPIGHI-1,Porto - Saragozza,Malpighi,1966,30,56,0,0
2018,MALPIGHI-2,Porto - Saragozza,Malpighi,1984,68,113,0,0
2018,FOSSOLO,Savena,Mazzini,2006,20,22,0,0
2018,FOSSOLO,Savena,Mazzini,2009,16,18,0,0
2018,FOSSOLO,Savena,Mazzini,2037,26,40,0,0
2018,DUE MADONNE,Savena,Mazzini,2049,2,2,0,0
2018,PONTEVECCHIO,Savena,Mazzini,2066,5,6,0,0
2018,BITONE,Savena,Mazzini,2081,18,30,0,0
2018,BITONE,Savena,Mazzini,2082,8,15,0,0
2018,BITONE,Savena,Mazzini,2083,9,10,0,0
2018,BITONE,Savena,Mazzini,2088,2,2,0,0
2018,VIA ARNO,Savena,Mazzini,2119,16,21,0,0
2018,VIA ARNO,Savena,Mazzini,2129,18,20,0,0
2018,MONTE DONATO,Savena,S. Ruffillo,2166,5,4,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2232,29,63,0,0
2018,CORELLI,Savena,S. Ruffillo,2244,1,1,0,0
2018,CORELLI,Savena,S. Ruffillo,2263,25,50,0,0
2018,CORELLI,Savena,S. Ruffillo,2269,12,16,0,0
2018,CORELLI,Savena,S. Ruffillo,2272,17,40,0,0
2018,CORELLI,Savena,S. Ruffillo,2285,2,7,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2295,14,51,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2301,1,2,0,0
2018,VIA TOSCANA,Savena,S. Ruffillo,2305,8,19,0,0
2018,PONTE SAVENA-LA BASTIA,Savena,S. Ruffillo,2311,9,11,0,0
2018,PONTE SAVENA-LA BASTIA,Savena,S. Ruffillo,2319,3,4,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,275,23,37,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,347,37,79,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,353,12,21,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,361,2,7,0,0
2019,PIAZZA DELL'UNITA',Navile,Bolognina,367,6,24,0,275
2019,PIAZZA DELL'UNITA',Navile,Bolognina,367,6,24,0,152
2019,SAN SAVINO,Navile,Corticella,387,5,5,0,0
2019,SAN SAVINO,Navile,Corticella,388,1,1,0,0
2019,SAN SAVINO,Navile,Corticella,398,24,30,0,0
2019,SAVENA ABBANDONATO,Navile,Corticella,426,1,6,0,0
2019,SAVENA ABBANDONATO,Navile,Corticella,428,3,7,0,0
2019,CROCE COPERTA,Navile,Corticella,439,12,22,0,0
2019,CROCE COPERTA,Navile,Corticella,441,3,54,0,0
2019,CROCE COPERTA,Navile,Corticella,447,26,313,0,17
2019,CROCE COPERTA,Navile,Corticella,449,88,609,0,0
2019,CROCE COPERTA,Navile,Corticella,451,20,324,0,0
2019,CROCE COPERTA,Navile,Corticella,453,5,38,0,0
2019,CROCE COPERTA,Navile,Corticella,458,5,17,0,0
2019,CROCE COPERTA,Navile,Corticella,461,29,786,0,0
2019,CROCE COPERTA,Navile,Corticella,467,17,23,0,0
2019,LAGHETTI DEL ROSARIO,Navile,Lame,492,1,6,0,0
2019,LA NOCE,Navile,Lame,501,35,109,0,0
2019,LAGHETTI DEL ROSARIO,Navile,Lame,514,3,1,0,0
2019,BEVERARA,Navile,Lame,569,7,11,0,265
2019,BEVERARA,Navile,Lame,574,3,4,0,0
2019,LAZZARETTO,Navile,Lame,586,5,18,0,0
2019,BEVERARA,Navile,Lame,589,21,54,0,165
2019,MARCONI-2,Porto - Saragozza,Marconi,637,104,252,0,0
2019,MARCONI-2,Porto - Saragozza,Marconi,665,44,118,0,0
2019,PRATI DI CAPRARA-OSPEDALE MAGGIORE,Porto - Saragozza,Saffi,728,13,22,0,0
2019,VELODROMO,Porto - Saragozza,Saffi,734,3,36,0,0
2019,VELODROMO,Porto - Saragozza,Saffi,737,7,17,0,89
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,793,8,106,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,805,8,16,0,0
2019,BATTINDARNO,Borgo Panigale - Reno,Barca,807,19,28,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,819,8,13,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,820,7,8,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,834,2,2,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,839,19,42,0,0
2019,VILLAGGIO DELLA BARCA,Borgo Panigale - Reno,Barca,842,4,4,0,0
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,855,8,10,0,0
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,857,1,1,0,0
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,866,24,36,0,0
2019,CANALE DI RENO,Borgo Panigale - Reno,Barca,876,5,8,0,0
2019,EMILIA PONENTE,Borgo Panigale - Reno,S. Viola,918,35,69,0,0
2019,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,949,1,1,0,0
2019,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,952,11,38,0,0
2019,CADRIANO-CALAMOSCO,San Donato - San Vitale,San Donato,958,5,8,0,0
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,979,17,32,0,224
2019,VIA DEL LAVORO,San Donato - San Vitale,San Donato,1010,11,20,0,0
2019,MICHELINO,San Donato - San Vitale,San Donato,1018,21,59,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1028,38,64,0,0
2019,MICHELINO,San Donato - San Vitale,San Donato,1035,14,28,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1043,11,17,0,0
2019,MICHELINO,San Donato - San Vitale,San Donato,1053,20,33,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1062,2,3,0,0
2019,VIA MONDO,San Donato - San Vitale,San Donato,1067,7,10,0,0
2019,SAN DONNINO,San Donato - San Vitale,San Donato,1077,8,8,0,0
2019,PILASTRO,San Donato - San Vitale,San Donato,1097,9,13,0,0
2019,PILASTRO,San Donato - San Vitale,San Donato,1102,1,2,0,0
